"","FishNumber","Year","Lat","Long","ShipFL","MEC_Radius","Total_Radius","Age","Stock","Data"
"639","HS200814-H04-118-008",2008,52.378,-129.978,117,577.35,706.46,1,"CH","Coast0708"
"640","HS200814-H04-118-013",2008,52.378,-129.978,117,540.78,658.63,1,"CH","Coast0708"
"641","HS200814-H04-118-014",2008,52.378,-129.978,110,555.05,660.55,1,"CH","Coast0708"
"642","HS200814-DT03-118-012",2008,54.443,-131.402,143,597.82,760.79,1,"CH","Coast0708"
"643","HS200814-DT03-118-013",2008,54.443,-131.402,132,536.84,667.04,1,"CH","Coast0708"
"644","HS200814-DT04-118-004",2008,54.456,-131.596,175,766.48,867.58,2,"CH","Coast0708"
"645","HS200814-H02-118-002",2008,52.271,-129.452,117,587.93,703.12,1,"CH","Coast0708"
"646","HS200814-H03-118-001",2008,52.319,-129.705,117,545.23,642.24,1,"CH","Coast0708"
"647","HS200814-H04-118-018",2008,52.378,-129.978,127,534.78,660.55,1,"CH","Coast0708"
"648","HS200814-HS02-118-015",2008,53.046,-130.885,138,600.46,742.09,1,"CH","Coast0708"
"649","HS200814-HS02-118-017",2008,53.046,-130.885,127,573.24,704.13,1,"CH","Coast0708"
"650","HS200814-HS03-118-016",2008,53.227,-130.956,130,565.15,715.21,1,"CH","Coast0708"
"651","HS200814-H07-118-004",2008,52.535,-130.756,133,566.92,707.57,1,"CH","Coast0708"
"652","HS200814-HS01-118-024",2008,52.835,-130.885,132,583.66,732.86,1,"CH","Coast0708"
"653","HS200814-HS01-118-025",2008,52.835,-130.885,127,564.8,700.9,1,"CH","Coast0708"
"654","HS200814-HS01-118-027",2008,52.835,-130.885,126,552.75,672.7,1,"CH","Coast0708"
"655","HS200814-HS02-118-007",2008,53.046,-130.885,136,657.87,762.24,1,"CH","Coast0708"
"656","HS200814-HS02-118-011",2008,53.046,-130.885,136,553.13,697.94,1,"CH","Coast0708"
"657","HS200814-QCI17-118-013",2008,52.704,-132.109,140,589.78,788.36,1,"CH","Coast0708"
"658","HS200814-QCI18-118-007",2008,52.563,-131.901,130,560.78,685.62,1,"CH","Coast0708"
"659","HS200814-QCI18-118-008",2008,52.563,-131.901,139,518.33,664.19,1,"CH","Coast0708"
"660","HS200814-QCI15-118-003",2008,52.878,-132.308,137,550.78,683.35,1,"CH","Coast0708"
"661","HS200814-QCI15-118-017",2008,52.878,-132.308,135,605.1,759.22,1,"CH","Coast0708"
"662","HS200814-QCI17-118-001",2008,52.704,-132.109,128,532.46,645.49,1,"CH","Coast0708"
"663","HS200814-QCI17-118-002",2008,52.704,-132.109,132,564.96,717.91,1,"CH","Coast0708"
"664","HS200814-QCI17-118-006",2008,52.704,-132.109,139,540.11,675.69,1,"CH","Coast0708"
"665","HS200814-QCI17-118-009",2008,52.704,-132.109,138,626.9,769.87,1,"CH","Coast0708"
"666","HS200814-QCI18-118-012",2008,52.563,-131.901,132,575.34,735.67,1,"CH","Coast0708"
"667","HS200814-T01-118-005",2008,51.28,-128.327,117,592.95,719.54,1,"CH","Coast0708"
"668","HS200814-T01-118-007",2008,51.28,-128.327,145,758.53,846.55,2,"CH","Coast0708"
"669","HS200814-T01-118-029",2008,51.28,-128.327,101,555.51,644.87,1,"CH","Coast0708"
"670","HS200814-QCI18-118-015",2008,52.563,-131.901,135,510.69,621.2,1,"CH","Coast0708"
"671","HS200814-QCI18-118-020",2008,52.563,-131.901,127,561.96,690.51,1,"CH","Coast0708"
"672","HS200814-QCI18-118-021",2008,52.563,-131.901,124,533.23,657.83,1,"CH","Coast0708"
"673","HS200814-QCI18-118-027",2008,52.563,-131.901,125,563.9,709.94,1,"CH","Coast0708"
"674","HS200814-QCI18-118-029",2008,52.563,-131.901,143,563.44,730.88,1,"CH","Coast0708"
"675","HS200814-T01-118-024",2008,51.28,-128.327,112,601.84,715.96,1,"CH","Coast0708"
"676","HS200814-T04-118-026",2008,51.082,-128.716,118,579.93,709.73,1,"CH","Coast0708"
"677","HS200814-T06-118-003",2008,50.934,-128.959,118,525.03,644.43,1,"CH","Coast0708"
"678","HS200814-T02-118-010",2008,51.215,-128.452,105,575.1,701.08,1,"CH","Coast0708"
"679","HS200814-T02-118-012",2008,51.215,-128.452,105,527.96,634.76,1,"CH","Coast0708"
"680","HS200814-T02-118-014",2008,51.215,-128.452,110,546.54,647.84,1,"CH","Coast0708"
"681","HS200814-T02-118-020",2008,51.215,-128.452,108,511,588.81,1,"CH","Coast0708"
"682","HS200814-T04-118-009",2008,51.082,-128.716,119,516.26,637.55,1,"CH","Coast0708"
"683","HS200814-T04-118-021",2008,51.082,-128.716,120,547.17,684.62,1,"CH","Coast0708"
"684","HS200814-T04-118-022",2008,51.082,-128.716,112,537.88,655.28,1,"CH","Coast0708"
"685","HS200814-T04-118-025",2008,51.082,-128.716,125,597.89,694.86,1,"CH","Coast0708"
"686","HS200742-EP01-118-005",2007,49.343,-126.55,99,525.28,641.93,1,"GC","Coast0708"
"687","HS200742-H01-118-015",2007,52.209,-129.201,120,573.89,703.26,1,"GC","Coast0708"
"688","HS200742-H01-118-018",2007,52.209,-129.201,121,482.79,637.8,1,"GC","Coast0708"
"689","HS200742-EP01-118-006",2007,49.343,-126.55,99,506.76,640.71,1,"GC","Coast0708"
"690","HS200742-EP02-118-002",2007,49.307,-126.62,94,451.51,578.26,1,"GC","Coast0708"
"691","HS200742-EP02-118-003",2007,49.307,-126.62,101,513.69,628.69,1,"GC","Coast0708"
"692","HS200742-EP02-118-006",2007,49.307,-126.62,97,475.5,627.55,1,"GC","Coast0708"
"693","HS200742-EP02-118-010",2007,49.307,-126.62,96,474.91,565.31,1,"GC","Coast0708"
"694","HS200742-EP03-118-004",2007,49.279,-126.688,103,522.55,623.81,1,"GC","Coast0708"
"695","HS200742-EP03-118-014",2007,49.279,-126.688,104,473.19,571.51,1,"GC","Coast0708"
"696","HS200742-EP03-118-022",2007,49.279,-126.688,104,497.41,631.58,1,"GC","Coast0708"
"697","HS200742-H02-118-001",2007,52.267,-129.469,126,565.52,699.65,1,"GC","Coast0708"
"698","HS200742-H04-118-007",2007,52.378,-129.992,138,558.03,715.2,1,"GC","Coast0708"
"699","HS200742-H04-118-010",2007,52.378,-129.992,126,488.46,643.85,1,"GC","Coast0708"
"700","HS200742-H04-118-017",2007,52.378,-129.992,121,545.34,684.04,1,"GC","Coast0708"
"701","HS200742-H02-118-002",2007,52.267,-129.469,119,479.09,613.25,2,"GC","Coast0708"
"702","HS200742-H02-118-014",2007,52.267,-129.469,133,608.3,787.89,2,"GC","Coast0708"
"703","HS200742-H02-118-021",2007,52.267,-129.469,129,502.98,661.27,1,"GC","Coast0708"
"704","HS200742-H03-118-010",2007,52.323,-129.715,127,591.49,756.06,1,"GC","Coast0708"
"705","HS200742-H03-118-018",2007,52.323,-129.715,128,538.48,690.73,1,"GC","Coast0708"
"706","HS200742-H03-118-019",2007,52.323,-129.715,125,491.77,635.24,1,"GC","Coast0708"
"707","HS200742-H03-118-027",2007,52.323,-129.715,117,549.28,707.53,1,"GC","Coast0708"
"708","HS200742-H04-118-004",2007,52.378,-129.992,122,519.14,673.58,1,"GC","Coast0708"
"709","HS200742-VI06-118-009",2007,49.036,-126.115,104,510.04,618.48,1,"GC","Coast0708"
"710","HS200742-VI06-118-010",2007,49.036,-126.115,112,556.37,682.1,1,"GC","Coast0708"
"711","HS200742-H04-118-021",2007,52.378,-129.992,119,533.07,661.46,1,"GC","Coast0708"
"712","HS200742-H04-118-024",2007,52.378,-129.992,130,591.63,737.81,1,"GC","Coast0708"
"713","HS200742-VI05-118-004",2007,49.093,-126.017,108,549.02,667.4,1,"GC","Coast0708"
"714","HS200742-VI05-118-006",2007,49.093,-126.017,102,512.52,633.54,1,"GC","Coast0708"
"715","HS200742-VI05-118-007",2007,49.093,-126.017,98,512.63,615.88,1,"GC","Coast0708"
"716","HS200742-VI05-118-008",2007,49.093,-126.017,86,506.12,601.18,1,"GC","Coast0708"
"717","HS200742-VI22-118-008",2007,49.988,-127.589,112,511.56,651.49,2,"GC","Coast0708"
"718","HS200742-VI24-118-004",2007,50.051,-127.852,108,526.89,668.51,2,"GC","Coast0708"
"719","HS200742-VI24-118-006",2007,50.051,-127.852,116,547.95,704.54,1,"GC","Coast0708"
"720","HS200742-VI14-118-011",2007,49.594,-127.043,115,560.31,711.14,1,"GC","Coast0708"
"721","HS200742-VI14-118-018",2007,49.594,-127.043,113,518.02,685.79,1,"GC","Coast0708"
"722","HS200742-VI14-118-024",2007,49.594,-127.043,113,553.37,673.96,1,"GC","Coast0708"
"723","HS200742-VI18-118-002",2007,49.79,-127.337,114,538.4,668.75,1,"GC","Coast0708"
"724","HS200742-VI22-118-006",2007,49.988,-127.589,126,508.21,653.35,1,"GC","Coast0708"
"725","HS200742-VI28-118-001",2007,50.352,-128.113,108,511.36,641.65,1,"GC","Coast0708"
"726","HS200742-VI28-118-006",2007,50.352,-128.113,109,507.3,652.5,1,"GC","Coast0708"
"727","HS200742-VI28-118-016",2007,50.352,-128.113,101,493.2,650.23,1,"GC","Coast0708"
"728","HS200742-VI28-118-030",2007,50.352,-128.113,105,488.51,608.44,1,"GC","Coast0708"
"729","HS200742-VI30-118-007",2007,50.248,-128.282,131,497.96,653.57,1,"GC","Coast0708"
"730","HS200742-VI30-118-011",2007,50.248,-128.282,113,566.69,713.14,1,"GC","Coast0708"
"731","HS200742-VI30-118-018",2007,50.248,-128.282,106,532.12,668.73,1,"GC","Coast0708"
"732","HS200814-D01-118-003",2008,54.548,-132.356,174,695.3,824.85,2,"GC","Coast0708"
"733","HS200814-H07-118-008",2008,52.535,-130.756,158,706.25,803.95,2,"GC","Coast0708"
"734","HS200814-D01-118-006",2008,54.548,-132.356,170,651.38,798.13,2,"GC","Coast0708"
"735","HS200814-D01-118-008",2008,54.548,-132.356,169,664.94,829.52,1,"GC","Coast0708"
"736","HS200814-DT04-118-009",2008,54.456,-131.596,169,586.18,757.54,1,"GC","Coast0708"
"737","HS200814-DT05-118-001",2008,54.465,-131.777,170,678.29,793.95,2,"GC","Coast0708"
"738","HS200814-DT06-118-003",2008,54.477,-131.965,181,700.85,802.68,2,"GC","Coast0708"
"739","HS200814-DT06-118-008",2008,54.477,-131.965,183,710.75,867.93,2,"GC","Coast0708"
"740","HS200814-EP01-118-024",2008,49.334,-126.556,125,514.31,615.33,1,"GC","Coast0708"
"741","HS200814-H08-118-002",2008,52.597,-131.012,169,695.73,851.14,2,"GC","Coast0708"
"742","HS200814-IVI01-118-001",2008,48.905,-125.216,106,502.5,645.59,1,"GC","Coast0708"
"743","HS200814-IVI01-118-002",2008,48.905,-125.216,96,496.74,601.53,1,"GC","Coast0708"
"744","HS200814-H08-118-003",2008,52.597,-131.012,166,695.95,842.57,2,"GC","Coast0708"
"745","HS200814-H08-118-014",2008,52.597,-131.012,163,617.36,760.32,2,"GC","Coast0708"
"746","HS200814-H08-118-017",2008,52.597,-131.012,148,618.29,733.09,2,"GC","Coast0708"
"747","HS200814-HS01-118-005",2008,52.835,-130.885,162,658.73,736.98,2,"GC","Coast0708"
"748","HS200814-HS01-118-007",2008,52.835,-130.885,157,607.71,773.08,1,"GC","Coast0708"
"749","HS200814-HS01-118-015",2008,52.835,-130.885,164,679.23,804.83,2,"GC","Coast0708"
"750","HS200814-HS02-118-003",2008,53.046,-130.885,156,662.37,803.89,1,"GC","Coast0708"
"751","HS200814-HS03-118-002",2008,53.227,-130.956,156,718.29,835.75,2,"GC","Coast0708"
"752","HS200814-IVI01-118-006",2008,48.905,-125.216,96,449.31,607.41,1,"GC","Coast0708"
"753","HS200814-IVI01-118-007",2008,48.905,-125.216,100,490.62,567.08,1,"GC","Coast0708"
"754","HS200814-IVI01-118-008",2008,48.905,-125.216,99,553.01,639.9,1,"GC","Coast0708"
"755","HS200814-IVI01-118-009",2008,48.905,-125.216,101,544.42,649,1,"GC","Coast0708"
"756","HS200814-IVI01-118-012",2008,48.905,-125.216,103,537.79,646.93,1,"GC","Coast0708"
"757","HS200814-IVI01-118-016",2008,48.905,-125.216,106,494.54,661.07,1,"GC","Coast0708"
"758","HS200814-IVI01-118-023",2008,48.905,-125.216,96,569.37,643.37,1,"GC","Coast0708"
"759","HS200814-VI03-118-010",2008,48.798,-125.365,101,484.12,597.28,1,"GC","Coast0708"
"760","HS200814-VI03-118-014",2008,48.798,-125.365,107,636.22,696.36,2,"GC","Coast0708"
"761","HS200814-IVI01-118-011",2008,48.905,-125.216,104,495.63,592,1,"GC","Coast0708"
"762","HS200814-IVI01-118-026",2008,48.905,-125.216,116,511.17,635.86,1,"GC","Coast0708"
"763","HS200814-IVI01-118-028",2008,48.905,-125.216,104,508.27,599.57,1,"GC","Coast0708"
