YEAR,DAYOFYR,DATE,statWeek,fishWheel,TIME,SEX,FL_cm,FL_mm,AGE,STAGE
1994,168,17-Jun-94,25,2,1105,F,54,540,42,Adult
1994,168,17-Jun-94,25,1,1700,F,68,680,42,Adult
1994,169,18-Jun-94,25,2,945,F,63,630,42,Adult
1994,169,18-Jun-94,25,2,1530,F,59,590,42,Adult
1994,171,20-Jun-94,26,2,1826,M,51,510,42,Adult
1994,172,21-Jun-94,26,1,857,F,57,570,42,Adult
1994,172,21-Jun-94,26,2,950,M,60,600,42,Adult
1994,172,21-Jun-94,26,2,1005,F,54,540,42,Adult
1994,174,23-Jun-94,26,2,1028,F,54,540,42,Adult
1994,174,23-Jun-94,26,2,1037,F,54,540,42,Adult
1994,179,28-Jun-94,27,1,900,F,53,530,42,Adult
1994,180,29-Jun-94,27,2,810,F,54,540,42,Adult
1994,180,29-Jun-94,27,2,810,M,57,570,42,Adult
1994,181,30-Jun-94,27,2,820,M,62,620,42,Adult
1994,181,30-Jun-94,27,2,820,M,68,680,42,Adult
1994,182,01-Jul-94,27,2,815,M,57,570,42,Adult
1994,182,01-Jul-94,27,2,1037,M,53,530,42,Adult
1994,182,01-Jul-94,27,2,1050,F,59,590,42,Adult
1994,182,01-Jul-94,27,2,1055,F,52,520,42,Adult
1994,182,01-Jul-94,27,1,1103,F,56,560,42,Adult
1994,182,01-Jul-94,27,1,1103,F,59,590,42,Adult
1994,182,01-Jul-94,27,1,1110,F,57,570,42,Adult
1994,183,02-Jul-94,27,2,1051,F,58,580,42,Adult
1994,183,02-Jul-94,27,2,1051,M,60,600,42,Adult
1994,184,03-Jul-94,28,1,1930,M,55,550,42,Adult
1994,184,03-Jul-94,28,1,1930,F,56,560,42,Adult
1994,184,03-Jul-94,28,1,1930,F,58,580,42,Adult
1994,184,03-Jul-94,28,1,1930,F,62,620,42,Adult
1994,184,03-Jul-94,28,1,1930,M,57,570,42,Adult
1994,185,04-Jul-94,28,1,1135,F,57,570,42,Adult
1994,185,04-Jul-94,28,1,1135,F,57,570,42,Adult
1994,185,04-Jul-94,28,1,1135,M,57,570,42,Adult
1994,186,05-Jul-94,28,1,1055,M,62,620,42,Adult
1994,186,05-Jul-94,28,1,1055,F,63,630,42,Adult
1994,186,05-Jul-94,28,1,1055,M,59,590,42,Adult
1994,186,05-Jul-94,28,1,1055,F,61,610,42,Adult
1994,187,06-Jul-94,28,1,1130,F,58,580,42,Adult
1994,187,06-Jul-94,28,1,1130,F,60,600,42,Adult
1994,187,06-Jul-94,28,1,1130,F,51,510,42,Adult
1994,187,06-Jul-94,28,1,1130,M,60,600,42,Adult
1994,187,06-Jul-94,28,1,1130,F,58,580,42,Adult
1994,187,06-Jul-94,28,1,1130,M,61,610,42,Adult
1994,188,07-Jul-94,28,1,1130,F,57,570,42,Adult
1994,189,08-Jul-94,28,1,1005,M,66,660,42,Adult
1994,189,08-Jul-94,28,1,1005,F,59,590,42,Adult
1994,189,08-Jul-94,28,1,1005,F,57,570,42,Adult
1994,189,08-Jul-94,28,1,1005,M,63,630,42,Adult
1994,189,08-Jul-94,28,1,1005,M,54,540,42,Adult
1994,189,08-Jul-94,28,1,1005,F,54,540,42,Adult
1994,189,08-Jul-94,28,1,1005,F,54,540,42,Adult
1994,190,09-Jul-94,28,2,1000,F,58,580,42,Adult
1994,191,10-Jul-94,29,1,930,M,58,580,42,Adult
1994,191,10-Jul-94,29,1,930,M,58,580,42,Adult
1994,191,10-Jul-94,29,1,930,M,60,600,42,Adult
1994,191,10-Jul-94,29,1,930,M,52,520,42,Adult
1994,191,10-Jul-94,29,1,930,F,60,600,42,Adult
1994,192,11-Jul-94,29,1,1020,F,51,510,42,Adult
1994,192,11-Jul-94,29,1,1020,F,53,530,42,Adult
1994,192,11-Jul-94,29,1,1020,F,57,570,42,Adult
1994,192,11-Jul-94,29,1,1020,F,54,540,42,Adult
1994,192,11-Jul-94,29,1,1020,M,57,570,42,Adult
1994,193,12-Jul-94,29,1,930,F,53,530,42,Adult
1994,193,12-Jul-94,29,1,930,M,69,690,42,Adult
1994,193,12-Jul-94,29,1,930,F,56,560,42,Adult
1994,193,12-Jul-94,29,1,930,F,54,540,42,Adult
1994,195,14-Jul-94,29,1,1700,F,60,600,42,Adult
1994,195,14-Jul-94,29,1,1700,M,58,580,42,Adult
1994,195,14-Jul-94,29,1,1700,M,64,640,42,Adult
1994,195,14-Jul-94,29,1,1700,M,55,550,42,Adult
1994,196,15-Jul-94,29,1,830,M,59,590,42,Adult
1994,196,15-Jul-94,29,1,830,M,63,630,42,Adult
1994,196,15-Jul-94,29,1,830,F,66,660,42,Adult
1994,196,15-Jul-94,29,1,830,F,62,620,42,Adult
1994,197,16-Jul-94,29,1,1800,F,51,510,42,Adult
1994,197,16-Jul-94,29,1,1800,F,53,530,42,Adult
1994,197,16-Jul-94,29,1,1800,F,55,550,42,Adult
1994,197,16-Jul-94,29,1,1800,F,55,550,42,Adult
1994,197,16-Jul-94,29,1,1800,F,62,620,42,Adult
1994,197,16-Jul-94,29,1,1800,F,63,630,42,Adult
1994,197,16-Jul-94,29,1,1800,F,53,530,42,Adult
1994,198,17-Jul-94,30,1,1920,F,57,570,42,Adult
1994,198,17-Jul-94,30,1,1920,F,62,620,42,Adult
1994,198,17-Jul-94,30,1,1920,M,65,650,42,Adult
1994,198,17-Jul-94,30,1,1920,F,60,600,42,Adult
1994,198,17-Jul-94,30,1,1920,M,57,570,42,Adult
1994,199,18-Jul-94,30,1,900,F,57,570,42,Adult
1994,199,18-Jul-94,30,1,900,M,57,570,42,Adult
1994,199,18-Jul-94,30,1,900,M,64,640,42,Adult
1994,199,18-Jul-94,30,1,900,F,53,530,42,Adult
1994,200,19-Jul-94,30,1,815,F,59,590,42,Adult
1994,200,19-Jul-94,30,1,815,F,53,530,42,Adult
1994,200,19-Jul-94,30,1,815,F,53,530,42,Adult
1994,200,19-Jul-94,30,1,815,F,50,500,42,Adult
1994,201,20-Jul-94,30,1,800,F,55,550,42,Adult
1994,201,20-Jul-94,30,1,800,F,57,570,42,Adult
1994,201,20-Jul-94,30,1,800,F,52,520,42,Adult
1994,201,20-Jul-94,30,1,800,F,52,520,42,Adult
1994,201,20-Jul-94,30,1,800,F,55,550,42,Adult
1994,201,20-Jul-94,30,1,800,M,55,550,42,Adult
1994,201,20-Jul-94,30,1,800,F,55,550,42,Adult
1994,202,21-Jul-94,30,1,815,F,55,550,42,Adult
1994,202,21-Jul-94,30,1,815,M,60,600,42,Adult
1994,202,21-Jul-94,30,1,815,M,57,570,42,Adult
1994,202,21-Jul-94,30,1,815,F,56,560,42,Adult
1994,202,21-Jul-94,30,1,815,F,56,560,42,Adult
1994,202,21-Jul-94,30,1,815,F,54,540,42,Adult
1994,202,21-Jul-94,30,1,815,F,54,540,42,Adult
1994,202,21-Jul-94,30,2,930,F,57,570,42,Adult
1994,202,21-Jul-94,30,2,930,F,56,560,42,Adult
1994,203,22-Jul-94,30,1,830,F,57,570,42,Adult
1994,203,22-Jul-94,30,1,830,F,56,560,42,Adult
1994,204,23-Jul-94,30,1,930,F,54,540,42,Adult
1994,204,23-Jul-94,30,1,930,F,53,530,42,Adult
1994,204,23-Jul-94,30,1,930,F,57,570,42,Adult
1994,204,23-Jul-94,30,1,930,F,54,540,42,Adult
1994,205,24-Jul-94,31,2,1000,M,71,710,42,Adult
1994,206,25-Jul-94,31,2,830,F,67,670,42,Adult
1994,207,26-Jul-94,31,2,810,F,59,590,42,Adult
1994,207,26-Jul-94,31,2,905,M,62,620,42,Adult
1994,208,27-Jul-94,31,2,815,F,56,560,42,Adult
1994,208,27-Jul-94,31,2,815,F,53,530,42,Adult
1994,208,27-Jul-94,31,2,815,F,54,540,42,Adult
1994,208,27-Jul-94,31,2,815,F,53,530,42,Adult
1994,209,28-Jul-94,31,2,900,F,52,520,42,Adult
1994,209,28-Jul-94,31,2,900,F,55,550,42,Adult
1994,209,28-Jul-94,31,2,900,M,60,600,42,Adult
1994,209,28-Jul-94,31,2,900,F,64,640,42,Adult
1994,209,28-Jul-94,31,2,900,F,60,600,42,Adult
1994,210,29-Jul-94,31,1,830,F,53,530,42,Adult
1994,210,29-Jul-94,31,1,830,M,60,600,42,Adult
1994,210,29-Jul-94,31,2,920,M,59,590,42,Adult
1994,210,29-Jul-94,31,1,830,F,58,580,42,Adult
1994,211,30-Jul-94,31,1,900,M,59,590,42,Adult
1994,211,30-Jul-94,31,1,900,F,48,480,42,Adult
1994,211,30-Jul-94,31,1,900,F,56,560,42,Adult
1994,211,30-Jul-94,31,1,900,M,58,580,42,Adult
1994,211,30-Jul-94,31,1,900,F,51,510,42,Adult
1994,211,30-Jul-94,31,1,900,F,55,550,42,Adult
1994,211,30-Jul-94,31,2,1100,F,56,560,42,Adult
1994,212,31-Jul-94,32,1,945,F,62,620,42,Adult
1994,212,31-Jul-94,32,2,1025,F,57,570,42,Adult
1994,212,31-Jul-94,32,2,1025,F,53,530,42,Adult
1994,212,31-Jul-94,32,2,1025,F,57,570,42,Adult
1994,213,01-Aug-94,32,2,1000,M,64,640,42,Adult
1994,213,01-Aug-94,32,2,1000,M,60,600,42,Adult
1994,213,01-Aug-94,32,2,1000,F,62,620,42,Adult
1994,214,02-Aug-94,32,2,800,M,66,660,42,Adult
1994,214,02-Aug-94,32,2,800,M,61,610,42,Adult
1994,214,02-Aug-94,32,2,800,F,60,600,42,Adult
1994,215,03-Aug-94,32,1,830,F,60,600,42,Adult
1994,215,03-Aug-94,32,1,830,F,64,640,42,Adult
1994,215,03-Aug-94,32,2,900,M,54,540,42,Adult
1994,216,04-Aug-94,32,1,830,M,59,590,42,Adult
1994,216,04-Aug-94,32,1,830,F,62,620,42,Adult
1994,216,04-Aug-94,32,1,830,M,56,560,42,Adult
1994,217,05-Aug-94,32,2,1000,M,60,600,42,Adult
1994,218,06-Aug-94,32,2,930,F,54,540,42,Adult
1994,218,06-Aug-94,32,2,930,M,51,510,42,Adult
1994,218,06-Aug-94,32,2,930,M,61,610,42,Adult
1994,218,06-Aug-94,32,2,930,F,58,580,42,Adult
1994,218,06-Aug-94,32,2,930,F,60,600,42,Adult
1994,218,06-Aug-94,32,2,930,M,64,640,42,Adult
1994,221,09-Aug-94,33,2,916,F,58,580,42,Adult
1994,221,09-Aug-94,33,2,916,F,64,640,42,Adult
1994,221,09-Aug-94,33,2,916,F,60,600,42,Adult
1994,221,09-Aug-94,33,2,916,M,63,630,42,Adult
1994,221,09-Aug-94,33,2,916,M,57,570,42,Adult
1994,221,09-Aug-94,33,2,916,M,51,510,42,Adult
1994,222,10-Aug-94,33,1,800,F,54,540,42,Adult
1994,222,10-Aug-94,33,1,800,M,67,670,42,Adult
1994,222,10-Aug-94,33,1,800,F,67,670,42,Adult
1994,222,10-Aug-94,33,2,935,M,59,590,42,Adult
1994,222,10-Aug-94,33,2,935,M,54,540,42,Adult
1994,223,11-Aug-94,33,2,700,M,63,630,42,Adult
1994,223,11-Aug-94,33,2,700,M,55,550,42,Adult
1994,223,11-Aug-94,33,2,700,F,59,590,42,Adult
1994,223,11-Aug-94,33,2,700,F,50,500,42,Adult
1994,224,12-Aug-94,33,2,705,F,52,520,42,Adult
1994,224,12-Aug-94,33,2,705,F,57,570,42,Adult
1994,224,12-Aug-94,33,2,705,M,68,680,42,Adult
1994,224,12-Aug-94,33,2,705,M,59,590,42,Adult
1994,224,12-Aug-94,33,2,705,F,53,530,42,Adult
1994,227,15-Aug-94,34,2,1701,M,57,570,42,Adult
1994,228,16-Aug-94,34,2,706,M,56,560,42,Adult
1994,229,17-Aug-94,34,2,726,M,51,510,42,Adult
1994,229,17-Aug-94,34,2,726,M,68,680,42,Adult
1994,229,17-Aug-94,34,2,726,F,64,640,42,Adult
1994,230,18-Aug-94,34,2,803,M,68,680,42,Adult
1994,230,18-Aug-94,34,2,803,M,61,610,42,Adult
1994,231,19-Aug-94,34,2,715,F,47,470,42,Adult
1994,232,20-Aug-94,34,2,715,F,62,620,42,Adult
1994,233,21-Aug-94,35,2,900,F,59,590,42,Adult
1994,234,22-Aug-94,35,2,1800,F,54,540,42,Adult
1994,235,23-Aug-94,35,2,801,F,56,560,42,Adult
1994,235,23-Aug-94,35,2,801,F,56,560,42,Adult
1994,238,26-Aug-94,35,1,1715,M,65,650,42,Adult
1994,239,27-Aug-94,35,2,831,M,57,570,42,Adult
1994,239,27-Aug-94,35,1,935,F,56,560,42,Adult
1994,239,27-Aug-94,35,1,1902,F,59,590,42,Adult
1994,240,28-Aug-94,36,1,1011,M,67,670,42,Adult
1994,241,29-Aug-94,36,2,900,F,50,500,42,Adult
1994,241,29-Aug-94,36,1,951,M,43,430,42,Adult
1994,241,29-Aug-94,36,1,951,F,52,520,42,Adult
1994,242,30-Aug-94,36,1,1825,M,60,600,42,Adult
1994,243,31-Aug-94,36,1,920,M,58,580,42,Adult
1994,243,31-Aug-94,36,1,920,F,54,540,42,Adult
1994,243,31-Aug-94,36,1,920,F,58,580,42,Adult
1994,243,31-Aug-94,36,1,920,M,64,640,42,Adult
1994,243,31-Aug-94,36,1,920,F,55,550,42,Adult
1994,244,01-Sep-94,36,2,800,F,62,620,42,Adult
1994,246,03-Sep-94,36,1,955,M,55,550,42,Adult
1994,247,04-Sep-94,37,1,900,F,57,570,42,Adult
1994,207,26-Jul-94,31,2,810,M,63,630,52,Adult
1994,229,17-Aug-94,34,2,726,M,70,700,52,Adult
1994,200,19-Jul-94,30,1,815,M,55,550,52,Adult
1994,206,25-Jul-94,31,2,830,M,65,650,52,Adult
1994,172,21-Jun-94,26,2,1018,F,58,580,52,Adult
1994,197,16-Jul-94,29,1,1800,M,62,620,52,Adult
1994,202,21-Jul-94,30,1,815,F,62,620,52,Adult
1994,202,21-Jul-94,30,2,945,M,65,650,52,Adult
1994,207,26-Jul-94,31,2,810,M,63,630,52,Adult
1994,224,12-Aug-94,33,2,705,F,62,620,52,Adult
1994,247,04-Sep-94,37,1,900,M,52,520,52,Adult
1994,167,16-Jun-94,25,1,830,F,63,630,52,Adult
1994,169,18-Jun-94,25,2,945,F,62,620,52,Adult
1994,180,29-Jun-94,27,2,810,M,62,620,52,Adult
1994,181,30-Jun-94,27,2,820,M,66,660,52,Adult
1994,186,05-Jul-94,28,1,1055,M,66,660,52,Adult
1994,186,05-Jul-94,28,1,1055,M,68,680,52,Adult
1994,192,11-Jul-94,29,1,1020,F,58,580,52,Adult
1994,195,14-Jul-94,29,1,1700,F,65,650,52,Adult
1994,198,17-Jul-94,30,1,1920,M,61,610,52,Adult
1994,201,20-Jul-94,30,1,800,M,72,720,52,Adult
1994,203,22-Jul-94,30,1,830,F,58,580,52,Adult
1994,203,22-Jul-94,30,1,830,F,63,630,52,Adult
1994,203,22-Jul-94,30,1,830,M,57,570,52,Adult
1994,205,24-Jul-94,31,2,1000,M,67,670,52,Adult
1994,205,24-Jul-94,31,2,1000,F,62,620,52,Adult
1994,206,25-Jul-94,31,2,830,F,66,660,52,Adult
1994,206,25-Jul-94,31,2,830,F,63,630,52,Adult
1994,206,25-Jul-94,31,2,830,F,64,640,52,Adult
1994,208,27-Jul-94,31,2,815,F,59,590,52,Adult
1994,211,30-Jul-94,31,1,900,M,63,630,52,Adult
1994,211,30-Jul-94,31,1,900,M,63,630,52,Adult
1994,211,30-Jul-94,31,2,1100,M,63,630,52,Adult
1994,212,31-Jul-94,32,2,1025,M,63,630,52,Adult
1994,212,31-Jul-94,32,2,1025,M,64,640,52,Adult
1994,213,01-Aug-94,32,2,1000,M,70,700,52,Adult
1994,216,04-Aug-94,32,1,830,F,57,570,52,Adult
1994,220,08-Aug-94,33,2,1000,F,64,640,52,Adult
1994,221,09-Aug-94,33,2,916,M,64,640,52,Adult
1994,230,18-Aug-94,34,2,803,M,66,660,52,Adult
1994,230,18-Aug-94,34,2,803,M,64,640,52,Adult
1994,239,27-Aug-94,35,1,935,M,71,710,52,Adult
1994,244,01-Sep-94,36,2,800,F,63,630,52,Adult
1994,244,01-Sep-94,36,2,800,F,68,680,52,Adult
1994,166,15-Jun-94,25,2,900,F,60,600,52,Adult
1994,168,17-Jun-94,25,2,1140,M,61,610,52,Adult
1994,168,17-Jun-94,25,2,1710,F,61,610,52,Adult
1994,169,18-Jun-94,25,2,945,M,62,620,52,Adult
1994,169,18-Jun-94,25,1,1515,M,65,650,52,Adult
1994,170,19-Jun-94,26,2,1242,F,58,580,52,Adult
1994,171,20-Jun-94,26,2,1830,F,62,620,52,Adult
1994,175,24-Jun-94,26,2,715,F,56,560,52,Adult
1994,178,27-Jun-94,27,2,1857,F,61,610,52,Adult
1994,180,29-Jun-94,27,2,810,F,63,630,52,Adult
1994,180,29-Jun-94,27,2,810,F,66,660,52,Adult
1994,180,29-Jun-94,27,2,810,F,66,660,52,Adult
1994,180,29-Jun-94,27,2,810,M,60,600,52,Adult
1994,181,30-Jun-94,27,2,820,F,64,640,52,Adult
1994,183,02-Jul-94,27,2,1051,F,65,650,52,Adult
1994,184,03-Jul-94,28,1,1930,F,60,600,52,Adult
1994,184,03-Jul-94,28,1,1930,M,60,600,52,Adult
1994,184,03-Jul-94,28,1,1930,M,62,620,52,Adult
1994,185,04-Jul-94,28,1,1135,M,68,680,52,Adult
1994,186,05-Jul-94,28,1,1055,F,64,640,52,Adult
1994,191,10-Jul-94,29,1,930,F,70,700,52,Adult
1994,191,10-Jul-94,29,1,930,F,69,690,52,Adult
1994,191,10-Jul-94,29,1,930,F,65,650,52,Adult
1994,192,11-Jul-94,29,1,1020,F,61,610,52,Adult
1994,193,12-Jul-94,29,1,930,M,66,660,52,Adult
1994,193,12-Jul-94,29,1,930,F,60,600,52,Adult
1994,197,16-Jul-94,29,1,1800,M,61,610,52,Adult
1994,197,16-Jul-94,29,1,1800,M,65,650,52,Adult
1994,199,18-Jul-94,30,1,900,M,66,660,52,Adult
1994,201,20-Jul-94,30,1,800,M,62,620,52,Adult
1994,202,21-Jul-94,30,1,924,F,65,650,52,Adult
1994,202,21-Jul-94,30,2,930,M,56,560,52,Adult
1994,202,21-Jul-94,30,2,930,M,64,640,52,Adult
1994,203,22-Jul-94,30,1,830,M,73,730,52,Adult
1994,203,22-Jul-94,30,2,900,F,61,610,52,Adult
1994,204,23-Jul-94,30,1,930,M,60,600,52,Adult
1994,205,24-Jul-94,31,2,1000,F,59,590,52,Adult
1994,206,25-Jul-94,31,2,830,M,69,690,52,Adult
1994,208,27-Jul-94,31,2,815,M,61,610,52,Adult
1994,208,27-Jul-94,31,2,815,M,62,620,52,Adult
1994,211,30-Jul-94,31,1,900,F,60,600,52,Adult
1994,211,30-Jul-94,31,2,1100,M,63,630,52,Adult
1994,213,01-Aug-94,32,2,1000,M,67,670,52,Adult
1994,214,02-Aug-94,32,2,800,M,66,660,52,Adult
1994,217,05-Aug-94,32,2,1000,M,62,620,52,Adult
1994,217,05-Aug-94,32,2,1000,F,59,590,52,Adult
1994,217,05-Aug-94,32,2,1000,F,67,670,52,Adult
1994,221,09-Aug-94,33,2,916,M,70,700,52,Adult
1994,221,09-Aug-94,33,2,916,M,63,630,52,Adult
1994,224,12-Aug-94,33,2,705,M,65,650,52,Adult
1994,224,12-Aug-94,33,2,705,M,58,580,52,Adult
1994,228,16-Aug-94,34,2,706,M,63,630,52,Adult
1994,228,16-Aug-94,34,2,706,M,66,660,52,Adult
1994,234,22-Aug-94,35,2,1800,F,60,600,52,Adult
1994,235,23-Aug-94,35,2,801,F,65,650,52,Adult
1994,240,28-Aug-94,36,2,801,M,70,700,52,Adult
1994,242,30-Aug-94,36,2,840,M,64,640,52,Adult
1994,243,31-Aug-94,36,1,920,M,74,740,52,Adult
1994,161,10-Jun-94,24,1,848,M,55,550,52,Adult
1994,166,15-Jun-94,25,2,900,F,61,610,52,Adult
1994,166,15-Jun-94,25,2,1721,F,59,590,52,Adult
1994,167,16-Jun-94,25,2,1705,F,59,590,52,Adult
1994,168,17-Jun-94,25,1,1000,F,61,610,52,Adult
1994,168,17-Jun-94,25,2,1200,M,63,630,52,Adult
1994,169,18-Jun-94,25,2,1530,F,64,640,52,Adult
1994,170,19-Jun-94,26,2,1130,F,64,640,52,Adult
1994,170,19-Jun-94,26,2,1140,F,59,590,52,Adult
1994,171,20-Jun-94,26,2,1050,F,62,620,52,Adult
1994,171,20-Jun-94,26,2,1050,M,60,600,52,Adult
1994,172,21-Jun-94,26,2,1003,M,66,660,52,Adult
1994,173,22-Jun-94,26,1,900,M,67,670,52,Adult
1994,174,23-Jun-94,26,2,845,F,62,620,52,Adult
1994,174,23-Jun-94,26,2,1037,M,62,620,52,Adult
1994,174,23-Jun-94,26,1,1130,F,58,580,52,Adult
1994,175,24-Jun-94,26,2,715,M,62,620,52,Adult
1994,175,24-Jun-94,26,2,715,F,55,550,52,Adult
1994,175,24-Jun-94,26,2,715,F,60,600,52,Adult
1994,175,24-Jun-94,26,2,715,F,51,510,52,Adult
1994,175,24-Jun-94,26,2,715,M,61,610,52,Adult
1994,178,27-Jun-94,27,2,1905,M,64,640,52,Adult
1994,178,27-Jun-94,27,2,1905,M,63,630,52,Adult
1994,179,28-Jun-94,27,1,900,F,65,650,52,Adult
1994,180,29-Jun-94,27,2,810,F,62,620,52,Adult
1994,180,29-Jun-94,27,2,810,M,70,700,52,Adult
1994,182,01-Jul-94,27,2,815,F,63,630,52,Adult
1994,182,01-Jul-94,27,2,1050,F,59,590,52,Adult
1994,182,01-Jul-94,27,2,1050,F,61,610,52,Adult
1994,182,01-Jul-94,27,1,1103,M,68,680,52,Adult
1994,183,02-Jul-94,27,2,1051,M,61,610,52,Adult
1994,183,02-Jul-94,27,2,1051,M,66,660,52,Adult
1994,183,02-Jul-94,27,2,1051,M,63,630,52,Adult
1994,184,03-Jul-94,28,1,1930,F,63,630,52,Adult
1994,185,04-Jul-94,28,1,1135,M,70,700,52,Adult
1994,185,04-Jul-94,28,1,1135,F,64,640,52,Adult
1994,185,04-Jul-94,28,1,1135,M,65,650,52,Adult
1994,186,05-Jul-94,28,1,1055,F,64,640,52,Adult
1994,186,05-Jul-94,28,1,1055,F,62,620,52,Adult
1994,186,05-Jul-94,28,1,1055,F,62,620,52,Adult
1994,187,06-Jul-94,28,1,1130,F,62,620,52,Adult
1994,187,06-Jul-94,28,1,1130,F,63,630,52,Adult
1994,188,07-Jul-94,28,1,1130,F,67,670,52,Adult
1994,188,07-Jul-94,28,1,1130,F,57,570,52,Adult
1994,188,07-Jul-94,28,1,1130,F,67,670,52,Adult
1994,189,08-Jul-94,28,1,1005,F,64,640,52,Adult
1994,189,08-Jul-94,28,1,1005,F,63,630,52,Adult
1994,189,08-Jul-94,28,1,1005,F,61,610,52,Adult
1994,190,09-Jul-94,28,2,1000,F,59,590,52,Adult
1994,191,10-Jul-94,29,1,930,M,71,710,52,Adult
1994,192,11-Jul-94,29,1,1020,M,57,570,52,Adult
1994,193,12-Jul-94,29,1,930,M,53,530,52,Adult
1994,196,15-Jul-94,29,1,830,M,68,680,52,Adult
1994,196,15-Jul-94,29,1,830,F,58,580,52,Adult
1994,197,16-Jul-94,29,1,1800,M,51,510,52,Adult
1994,197,16-Jul-94,29,1,1800,M,55,550,52,Adult
1994,198,17-Jul-94,30,1,1920,F,63,630,52,Adult
1994,198,17-Jul-94,30,1,1920,M,65,650,52,Adult
1994,198,17-Jul-94,30,1,1920,F,64,640,52,Adult
1994,199,18-Jul-94,30,1,900,M,69,690,52,Adult
1994,201,20-Jul-94,30,1,800,M,51,510,52,Adult
1994,202,21-Jul-94,30,1,815,F,57,570,52,Adult
1994,202,21-Jul-94,30,2,930,F,58,580,52,Adult
1994,204,23-Jul-94,30,1,930,M,67,670,52,Adult
1994,205,24-Jul-94,31,2,1000,M,59,590,52,Adult
1994,205,24-Jul-94,31,2,1000,F,58,580,52,Adult
1994,205,24-Jul-94,31,2,1000,M,66,660,52,Adult
1994,205,24-Jul-94,31,2,1000,M,68,680,52,Adult
1994,205,24-Jul-94,31,2,1000,M,65,650,52,Adult
1994,206,25-Jul-94,31,2,830,M,57,570,52,Adult
1994,206,25-Jul-94,31,2,830,M,69,690,52,Adult
1994,206,25-Jul-94,31,2,830,F,50,500,52,Adult
1994,207,26-Jul-94,31,2,810,M,71,710,52,Adult
1994,210,29-Jul-94,31,2,920,M,52,520,52,Adult
1994,211,30-Jul-94,31,2,1100,M,64,640,52,Adult
1994,212,31-Jul-94,32,2,1025,F,62,620,52,Adult
1994,212,31-Jul-94,32,2,1025,F,64,640,52,Adult
1994,214,02-Aug-94,32,2,800,F,62,620,52,Adult
1994,215,03-Aug-94,32,2,900,M,63,630,52,Adult
1994,215,03-Aug-94,32,2,900,M,62,620,52,Adult
1994,216,04-Aug-94,32,1,830,M,63,630,52,Adult
1994,217,05-Aug-94,32,2,1000,M,67,670,52,Adult
1994,217,05-Aug-94,32,2,1000,M,63,630,52,Adult
1994,217,05-Aug-94,32,2,1000,F,66,660,52,Adult
1994,219,07-Aug-94,33,1,1915,F,52,520,52,Adult
1994,220,08-Aug-94,33,2,1000,M,62,620,52,Adult
1994,220,08-Aug-94,33,2,1000,F,63,630,52,Adult
1994,220,08-Aug-94,33,2,1000,F,59,590,52,Adult
1994,222,10-Aug-94,33,1,800,F,58,580,52,Adult
1994,224,12-Aug-94,33,2,705,F,52,520,52,Adult
1994,228,16-Aug-94,34,2,706,M,69,690,52,Adult
1994,231,19-Aug-94,34,2,715,F,63,630,52,Adult
1994,232,20-Aug-94,34,2,715,F,63,630,52,Adult
1994,234,22-Aug-94,35,2,1800,M,70,700,52,Adult
1994,241,29-Aug-94,36,2,1800,M,66,660,52,Adult
1994,242,30-Aug-94,36,2,840,M,67,670,52,Adult
1994,161,10-Jun-94,24,2,2021,F,66,660,52,Adult
1994,163,12-Jun-94,25,2,1020,F,66,660,52,Adult
1994,163,12-Jun-94,25,2,1952,F,63,630,52,Adult
1994,165,14-Jun-94,25,1,830,F,52,520,52,Adult
1994,166,15-Jun-94,25,1,1705,F,62,620,52,Adult
1994,166,15-Jun-94,25,1,1708,F,64,640,52,Adult
1994,167,16-Jun-94,25,1,1641,F,60,600,52,Adult
1994,167,16-Jun-94,25,2,1705,M,63,630,52,Adult
1994,168,17-Jun-94,25,2,1105,M,59,590,52,Adult
1994,168,17-Jun-94,25,1,1700,F,56,560,52,Adult
1994,169,18-Jun-94,25,1,900,M,62,620,52,Adult
1994,169,18-Jun-94,25,2,945,M,63,630,52,Adult
1994,169,18-Jun-94,25,2,945,F,64,640,52,Adult
1994,170,19-Jun-94,26,1,1000,F,62,620,52,Adult
1994,170,19-Jun-94,26,2,1130,F,62,620,52,Adult
1994,170,19-Jun-94,26,2,1235,F,60,600,52,Adult
1994,171,20-Jun-94,26,2,1050,M,67,670,52,Adult
1994,171,20-Jun-94,26,2,1050,F,56,560,52,Adult
1994,171,20-Jun-94,26,1,1700,M,67,670,52,Adult
1994,171,20-Jun-94,26,2,1753,F,62,620,52,Adult
1994,172,21-Jun-94,26,1,919,M,54,540,52,Adult
1994,172,21-Jun-94,26,2,950,F,61,610,52,Adult
1994,173,22-Jun-94,26,2,953,F,62,620,52,Adult
1994,173,22-Jun-94,26,2,953,M,64,640,52,Adult
1994,173,22-Jun-94,26,2,953,F,60,600,52,Adult
1994,174,23-Jun-94,26,2,1043,F,62,620,52,Adult
1994,174,23-Jun-94,26,2,1043,F,57,570,52,Adult
1994,175,24-Jun-94,26,2,715,F,58,580,52,Adult
1994,175,24-Jun-94,26,2,715,F,51,510,52,Adult
1994,178,27-Jun-94,27,1,1800,M,64,640,52,Adult
1994,178,27-Jun-94,27,1,1800,F,63,630,52,Adult
1994,178,27-Jun-94,27,1,1845,M,64,640,52,Adult
1994,178,27-Jun-94,27,1,1845,F,62,620,52,Adult
