long,lat,year,month,temp
-132,50,1912,4,7.83
-132,50,1912,5,9.21
-132,50,1912,6,11.32
-132,52,1912,3,6.53
-132,52,1912,4,7.43
-132,52,1912,5,9.06
-132,52,1912,6,11.54
-132,54,1912,3,5.74
-132,54,1912,4,6.94
-132,54,1912,5,8.78
-132,54,1912,6,11.64
-132,56,1912,3,5
-132,56,1912,4,6.42
-132,56,1912,5,8.37
-132,56,1912,6,11.53
-130,48,1912,3,7.93
-130,48,1912,4,8.49
-130,48,1912,5,9.93
-130,48,1912,6,11.8
-130,50,1912,3,7.41
-130,50,1912,4,8.13
-130,50,1912,5,9.75
-130,50,1912,6,11.87
-130,52,1912,3,6.77
-130,52,1912,4,7.73
-130,52,1912,5,9.57
-130,52,1912,6,12.02
-130,54,1912,3,6.01
-130,54,1912,4,7.22
-130,54,1912,5,9.22
-130,54,1912,6,12.01
-128,48,1912,3,8.15
-128,48,1912,4,8.83
-128,48,1912,5,10.51
-128,48,1912,6,12.42
-128,50,1912,3,7.68
-128,50,1912,4,8.51
-128,50,1912,5,10.34
-128,50,1912,6,12.41
-128,52,1912,3,7.08
-128,52,1912,4,8.07
-128,52,1912,5,10.03
-128,52,1912,6,12.36
-126,48,1912,3,8.32
-126,48,1912,4,9.17
-126,48,1912,5,11.1
-126,48,1912,6,13.01
-126,50,1912,3,7.84
-126,50,1912,4,8.85
-126,50,1912,5,10.92
-126,50,1912,6,12.94
-166,48,1913,3,4.74
-166,48,1913,4,4.69
-166,48,1913,5,5.06
-166,48,1913,6,6.66
-166,50,1913,3,4.16
-166,50,1913,4,4.22
-166,50,1913,5,4.72
-166,50,1913,6,6.37
-166,52,1913,3,3.99
-166,52,1913,4,4.14
-166,52,1913,5,4.83
-166,52,1913,6,6.56
-166,54,1913,3,3.67
-166,54,1913,4,3.83
-166,54,1913,5,4.77
-166,54,1913,6,6.66
-166,56,1913,3,2.55
-166,56,1913,4,2.75
-166,56,1913,5,4.02
-166,56,1913,6,6.31
-166,58,1913,3,0.91
-166,58,1913,4,1.43
-166,58,1913,5,3.16
-166,58,1913,6,5.95
-164,48,1913,3,4.91
-164,48,1913,4,4.78
-164,48,1913,5,5.19
-164,48,1913,6,6.85
-164,50,1913,3,4.29
-164,50,1913,4,4.27
-164,50,1913,5,4.8
-164,50,1913,6,6.52
-164,52,1913,3,4.02
-164,52,1913,4,4.14
-164,52,1913,5,4.88
-164,52,1913,6,6.72
-164,54,1913,3,3.61
-164,54,1913,4,3.81
-164,54,1913,5,4.81
-164,54,1913,6,6.86
-164,56,1913,3,2.49
-164,56,1913,4,2.77
-164,56,1913,5,4.06
-164,56,1913,6,6.53
-164,58,1913,3,1.19
-164,58,1913,4,1.66
-164,58,1913,5,3.34
-164,58,1913,6,6.33
-162,48,1913,3,5.01
-162,48,1913,4,4.79
-162,48,1913,5,5.28
-162,48,1913,6,7
-162,50,1913,3,4.36
-162,50,1913,4,4.25
-162,50,1913,5,4.84
-162,50,1913,6,6.61
-162,52,1913,3,4.07
-162,52,1913,4,4.13
-162,52,1913,5,4.92
-162,52,1913,6,6.83
-162,54,1913,3,3.64
-162,54,1913,4,3.85
-162,54,1913,5,4.88
-162,54,1913,6,7.04
-162,56,1913,3,2.54
-162,56,1913,4,2.86
-162,56,1913,5,4.16
-162,56,1913,6,6.72
-162,58,1913,3,1.34
-162,58,1913,4,1.8
-162,58,1913,5,3.42
-162,58,1913,6,6.51
-160,48,1913,3,5.08
-160,48,1913,4,4.81
-160,48,1913,5,5.39
-160,48,1913,6,7.15
-160,50,1913,3,4.41
-160,50,1913,4,4.24
-160,50,1913,5,4.9
-160,50,1913,6,6.7
-160,52,1913,3,4.12
-160,52,1913,4,4.13
-160,52,1913,5,4.96
-160,52,1913,6,6.88
-160,54,1913,3,3.79
-160,54,1913,4,3.96
-160,54,1913,5,4.99
-160,54,1913,6,7.13
-160,56,1913,3,2.78
-160,56,1913,4,3.06
-160,56,1913,5,4.32
-160,56,1913,6,6.84
-160,58,1913,3,1.59
-160,58,1913,4,1.97
-160,58,1913,5,3.48
-160,58,1913,6,6.44
-158,48,1913,3,5.22
-158,48,1913,4,4.92
-158,48,1913,5,5.6
-158,48,1913,6,7.36
-158,50,1913,3,4.52
-158,50,1913,4,4.31
-158,50,1913,5,5.06
-158,50,1913,6,6.86
-158,52,1913,3,4.21
-158,52,1913,4,4.16
-158,52,1913,5,5.05
-158,52,1913,6,6.97
-158,54,1913,3,4.03
-158,54,1913,4,4.14
-158,54,1913,5,5.18
-158,54,1913,6,7.26
-158,56,1913,3,3.35
-158,56,1913,4,3.57
-158,56,1913,5,4.77
-158,56,1913,6,7.13
-158,58,1913,3,2.43
