year,date,statWeek,fishWheel,time,sex,flCM,age,size,stockID,stockIDPpn
1994,16-Jun-94,25,2,911,M,50,31,Adult,,
1994,17-Jun-94,25,2,1145,F,59,31,Adult,,
1994,17-Jun-94,25,2,1717,F,56,31,Adult,,
1994,17-Jun-94,25,2,1717,M,50,31,Adult,,
1994,17-Jun-94,25,2,1730,M,59,31,Adult,,
1994,18-Jun-94,25,2,1530,M,50,31,Adult,,
1994,18-Jun-94,25,2,1550,M,51,31,Adult,,
1994,18-Jun-94,25,2,1555,M,54,31,Adult,,
1994,19-Jun-94,26,2,1235,F,52,31,Adult,,
1994,20-Jun-94,26,2,1050,M,50,31,Adult,,
1994,20-Jun-94,26,2,1050,M,48,31,Adult,,
1994,21-Jun-94,26,2,950,M,38,31,Jack,,
1994,21-Jun-94,26,2,1005,F,46,31,Adult,,
1994,22-Jun-94,26,2,953,M,54,31,Adult,,
1994,22-Jun-94,26,2,953,F,53,31,Adult,,
1994,23-Jun-94,26,2,1015,M,48,31,Adult,,
1994,23-Jun-94,26,2,1020,M,52,31,Adult,,
1994,23-Jun-94,26,2,1043,F,48,31,Adult,,
1994,24-Jun-94,26,2,715,M,55,31,Adult,,
1994,27-Jun-94,27,1,1852,M,64,31,Adult,,
1994,29-Jun-94,27,2,810,M,53,31,Adult,,
1994,30-Jun-94,27,2,820,M,56,31,Adult,,
1994,30-Jun-94,27,2,820,M,61,31,Adult,,
1994,1-Jul-94,27,2,815,M,57,31,Adult,,
1994,1-Jul-94,27,2,1037,F,47,31,Adult,,
1994,2-Jul-94,27,2,1051,F,52,31,Adult,,
1994,29-Aug-94,36,1,951,M,40,32,Adult,,
1994,31-Aug-94,36,1,920,M,44,32,Adult,,
1994,17-Jun-94,25,2,1150,F,58,41,Adult,,
1994,19-Jun-94,26,2,1250,F,54,41,Adult,,
1994,20-Jun-94,26,2,1830,F,61,41,Adult,,
1994,21-Jun-94,26,2,1003,F,53,41,Adult,,
1994,21-Jun-94,26,2,1015,F,53,41,Adult,,
1994,23-Jun-94,26,2,1028,F,57,41,Adult,,
1994,30-Jun-94,27,2,820,F,56,41,Adult,,
1994,2-Jul-94,27,2,1051,F,58,41,Adult,,
1994,17-Jun-94,25,2,1105,F,54,42,Adult,,
1994,17-Jun-94,25,1,1700,F,68,42,Adult,,
1994,18-Jun-94,25,2,945,F,63,42,Adult,,
1994,18-Jun-94,25,2,1530,F,59,42,Adult,,
1994,20-Jun-94,26,2,1826,M,51,42,Adult,,
1994,21-Jun-94,26,1,857,F,57,42,Adult,,
1994,21-Jun-94,26,2,950,M,60,42,Adult,,
1994,21-Jun-94,26,2,1005,F,54,42,Adult,,
1994,23-Jun-94,26,2,1028,F,54,42,Adult,,
1994,23-Jun-94,26,2,1037,F,54,42,Adult,,
1994,28-Jun-94,27,1,900,F,53,42,Adult,,
1994,29-Jun-94,27,2,810,F,54,42,Adult,,
1994,29-Jun-94,27,2,810,M,57,42,Adult,,
1994,30-Jun-94,27,2,820,M,62,42,Adult,,
1994,30-Jun-94,27,2,820,M,68,42,Adult,,
1994,1-Jul-94,27,2,815,M,57,42,Adult,,
1994,1-Jul-94,27,2,1037,M,53,42,Adult,,
1994,1-Jul-94,27,2,1050,F,59,42,Adult,,
1994,1-Jul-94,27,2,1055,F,52,42,Adult,,
1994,1-Jul-94,27,1,1103,F,56,42,Adult,,
1994,1-Jul-94,27,1,1103,F,59,42,Adult,,
1994,1-Jul-94,27,1,1110,F,57,42,Adult,,
1994,2-Jul-94,27,2,1051,F,58,42,Adult,,
1994,2-Jul-94,27,2,1051,M,60,42,Adult,,
1994,3-Jul-94,28,1,1930,M,55,42,Adult,,
1994,3-Jul-94,28,1,1930,F,56,42,Adult,,
1994,3-Jul-94,28,1,1930,F,58,42,Adult,,
1994,3-Jul-94,28,1,1930,F,62,42,Adult,,
1994,3-Jul-94,28,1,1930,M,57,42,Adult,,
1994,4-Jul-94,28,1,1135,F,57,42,Adult,,
1994,4-Jul-94,28,1,1135,F,57,42,Adult,,
1994,4-Jul-94,28,1,1135,M,57,42,Adult,,
1994,5-Jul-94,28,1,1055,M,62,42,Adult,,
1994,5-Jul-94,28,1,1055,F,63,42,Adult,,
1994,5-Jul-94,28,1,1055,M,59,42,Adult,,
1994,5-Jul-94,28,1,1055,F,61,42,Adult,,
1994,6-Jul-94,28,1,1130,F,58,42,Adult,,
1994,6-Jul-94,28,1,1130,F,60,42,Adult,,
1994,6-Jul-94,28,1,1130,F,51,42,Adult,,
1994,6-Jul-94,28,1,1130,M,60,42,Adult,,
1994,6-Jul-94,28,1,1130,F,58,42,Adult,,
1994,6-Jul-94,28,1,1130,M,61,42,Adult,,
1994,7-Jul-94,28,1,1130,F,57,42,Adult,,
1994,8-Jul-94,28,1,1005,M,66,42,Adult,,
1994,8-Jul-94,28,1,1005,F,59,42,Adult,,
1994,8-Jul-94,28,1,1005,F,57,42,Adult,,
1994,8-Jul-94,28,1,1005,M,63,42,Adult,,
1994,8-Jul-94,28,1,1005,M,54,42,Adult,,
1994,8-Jul-94,28,1,1005,F,54,42,Adult,,
1994,8-Jul-94,28,1,1005,F,54,42,Adult,,
1994,9-Jul-94,28,2,1000,F,58,42,Adult,,
1994,10-Jul-94,29,1,930,M,58,42,Adult,,
1994,10-Jul-94,29,1,930,M,58,42,Adult,,
1994,10-Jul-94,29,1,930,M,60,42,Adult,,
1994,10-Jul-94,29,1,930,M,52,42,Adult,,
1994,10-Jul-94,29,1,930,F,60,42,Adult,,
1994,11-Jul-94,29,1,1020,F,51,42,Adult,,
1994,11-Jul-94,29,1,1020,F,53,42,Adult,,
1994,11-Jul-94,29,1,1020,F,57,42,Adult,,
1994,11-Jul-94,29,1,1020,F,54,42,Adult,,
1994,11-Jul-94,29,1,1020,M,57,42,Adult,,
1994,12-Jul-94,29,1,930,F,53,42,Adult,,
1994,12-Jul-94,29,1,930,M,69,42,Adult,,
1994,12-Jul-94,29,1,930,F,56,42,Adult,,
1994,12-Jul-94,29,1,930,F,54,42,Adult,,
1994,14-Jul-94,29,1,1700,F,60,42,Adult,,
1994,14-Jul-94,29,1,1700,M,58,42,Adult,,
1994,14-Jul-94,29,1,1700,M,64,42,Adult,,
1994,14-Jul-94,29,1,1700,M,55,42,Adult,,
1994,15-Jul-94,29,1,830,M,59,42,Adult,,
1994,15-Jul-94,29,1,830,M,63,42,Adult,,
1994,15-Jul-94,29,1,830,F,66,42,Adult,,
1994,15-Jul-94,29,1,830,F,62,42,Adult,,
1994,16-Jul-94,29,1,1800,F,51,42,Adult,,
1994,16-Jul-94,29,1,1800,F,53,42,Adult,,
1994,16-Jul-94,29,1,1800,F,55,42,Adult,,
1994,16-Jul-94,29,1,1800,F,55,42,Adult,,
1994,16-Jul-94,29,1,1800,F,62,42,Adult,,
1994,16-Jul-94,29,1,1800,F,63,42,Adult,,
1994,16-Jul-94,29,1,1800,F,53,42,Adult,,
1994,17-Jul-94,30,1,1920,F,57,42,Adult,,
1994,17-Jul-94,30,1,1920,F,62,42,Adult,,
1994,17-Jul-94,30,1,1920,M,65,42,Adult,,
1994,17-Jul-94,30,1,1920,F,60,42,Adult,,
1994,17-Jul-94,30,1,1920,M,57,42,Adult,,
1994,18-Jul-94,30,1,900,F,57,42,Adult,,
1994,18-Jul-94,30,1,900,M,57,42,Adult,,
1994,18-Jul-94,30,1,900,M,64,42,Adult,,
1994,18-Jul-94,30,1,900,F,53,42,Adult,,
1994,19-Jul-94,30,1,815,F,59,42,Adult,,
1994,19-Jul-94,30,1,815,F,53,42,Adult,,
1994,19-Jul-94,30,1,815,F,53,42,Adult,,
1994,19-Jul-94,30,1,815,F,50,42,Adult,,
1994,20-Jul-94,30,1,800,F,55,42,Adult,,
1994,20-Jul-94,30,1,800,F,57,42,Adult,,
1994,20-Jul-94,30,1,800,F,52,42,Adult,,
1994,20-Jul-94,30,1,800,F,52,42,Adult,,
1994,20-Jul-94,30,1,800,F,55,42,Adult,,
1994,20-Jul-94,30,1,800,M,55,42,Adult,,
1994,20-Jul-94,30,1,800,F,55,42,Adult,,
1994,21-Jul-94,30,1,815,F,55,42,Adult,,
1994,21-Jul-94,30,1,815,M,60,42,Adult,,
1994,21-Jul-94,30,1,815,M,57,42,Adult,,
1994,21-Jul-94,30,1,815,F,56,42,Adult,,
1994,21-Jul-94,30,1,815,F,56,42,Adult,,
1994,21-Jul-94,30,1,815,F,54,42,Adult,,
1994,21-Jul-94,30,1,815,F,54,42,Adult,,
1994,21-Jul-94,30,2,930,F,57,42,Adult,,
1994,21-Jul-94,30,2,930,F,56,42,Adult,,
1994,22-Jul-94,30,1,830,F,57,42,Adult,,
1994,22-Jul-94,30,1,830,F,56,42,Adult,,
1994,23-Jul-94,30,1,930,F,54,42,Adult,,
1994,23-Jul-94,30,1,930,F,53,42,Adult,,
1994,23-Jul-94,30,1,930,F,57,42,Adult,,
1994,23-Jul-94,30,1,930,F,54,42,Adult,,
1994,24-Jul-94,31,2,1000,M,71,42,Adult,,
1994,25-Jul-94,31,2,830,F,67,42,Adult,,
1994,26-Jul-94,31,2,810,F,59,42,Adult,,
1994,26-Jul-94,31,2,905,M,62,42,Adult,,
1994,27-Jul-94,31,2,815,F,56,42,Adult,,
1994,27-Jul-94,31,2,815,F,53,42,Adult,,
1994,27-Jul-94,31,2,815,F,54,42,Adult,,
1994,27-Jul-94,31,2,815,F,53,42,Adult,,
1994,28-Jul-94,31,2,900,F,52,42,Adult,,
1994,28-Jul-94,31,2,900,F,55,42,Adult,,
1994,28-Jul-94,31,2,900,M,60,42,Adult,,
1994,28-Jul-94,31,2,900,F,64,42,Adult,,
1994,28-Jul-94,31,2,900,F,60,42,Adult,,
1994,29-Jul-94,31,1,830,F,53,42,Adult,,
1994,29-Jul-94,31,1,830,M,60,42,Adult,,
1994,29-Jul-94,31,2,920,M,59,42,Adult,,
1994,29-Jul-94,31,1,830,F,58,42,Adult,,
1994,30-Jul-94,31,1,900,M,59,42,Adult,,
1994,30-Jul-94,31,1,900,F,48,42,Adult,,
1994,30-Jul-94,31,1,900,F,56,42,Adult,,
1994,30-Jul-94,31,1,900,M,58,42,Adult,,
1994,30-Jul-94,31,1,900,F,51,42,Adult,,
1994,30-Jul-94,31,1,900,F,55,42,Adult,,
1994,30-Jul-94,31,2,1100,F,56,42,Adult,,
1994,31-Jul-94,32,1,945,F,62,42,Adult,,
1994,31-Jul-94,32,2,1025,F,57,42,Adult,,
1994,31-Jul-94,32,2,1025,F,53,42,Adult,,
1994,31-Jul-94,32,2,1025,F,57,42,Adult,,
1994,1-Aug-94,32,2,1000,M,64,42,Adult,,
1994,1-Aug-94,32,2,1000,M,60,42,Adult,,
1994,1-Aug-94,32,2,1000,F,62,42,Adult,,
1994,2-Aug-94,32,2,800,M,66,42,Adult,,
1994,2-Aug-94,32,2,800,M,61,42,Adult,,
1994,2-Aug-94,32,2,800,F,60,42,Adult,,
1994,3-Aug-94,32,1,830,F,60,42,Adult,,
1994,3-Aug-94,32,1,830,F,64,42,Adult,,
1994,3-Aug-94,32,2,900,M,54,42,Adult,,
1994,4-Aug-94,32,1,830,M,59,42,Adult,,
1994,4-Aug-94,32,1,830,F,62,42,Adult,,
1994,4-Aug-94,32,1,830,M,56,42,Adult,,
1994,5-Aug-94,32,2,1000,M,60,42,Adult,,
1994,6-Aug-94,32,2,930,F,54,42,Adult,,
1994,6-Aug-94,32,2,930,M,51,42,Adult,,
1994,6-Aug-94,32,2,930,M,61,42,Adult,,
1994,6-Aug-94,32,2,930,F,58,42,Adult,,
1994,6-Aug-94,32,2,930,F,60,42,Adult,,
1994,6-Aug-94,32,2,930,M,64,42,Adult,,
1994,9-Aug-94,33,2,916,F,58,42,Adult,,
1994,9-Aug-94,33,2,916,F,64,42,Adult,,
1994,9-Aug-94,33,2,916,F,60,42,Adult,,
1994,9-Aug-94,33,2,916,M,63,42,Adult,,
1994,9-Aug-94,33,2,916,M,57,42,Adult,,
1994,9-Aug-94,33,2,916,M,51,42,Adult,,
1994,10-Aug-94,33,1,800,F,54,42,Adult,,
1994,10-Aug-94,33,1,800,M,67,42,Adult,,
1994,10-Aug-94,33,1,800,F,67,42,Adult,,
1994,10-Aug-94,33,2,935,M,59,42,Adult,,
1994,10-Aug-94,33,2,935,M,54,42,Adult,,
1994,11-Aug-94,33,2,700,M,63,42,Adult,,
1994,11-Aug-94,33,2,700,M,55,42,Adult,,
1994,11-Aug-94,33,2,700,F,59,42,Adult,,
1994,11-Aug-94,33,2,700,F,50,42,Adult,,
1994,12-Aug-94,33,2,705,F,52,42,Adult,,
1994,12-Aug-94,33,2,705,F,57,42,Adult,,
1994,12-Aug-94,33,2,705,M,68,42,Adult,,
1994,12-Aug-94,33,2,705,M,59,42,Adult,,
1994,12-Aug-94,33,2,705,F,53,42,Adult,,
1994,15-Aug-94,34,2,1701,M,57,42,Adult,,
1994,16-Aug-94,34,2,706,M,56,42,Adult,,
1994,17-Aug-94,34,2,726,M,51,42,Adult,,
1994,17-Aug-94,34,2,726,M,68,42,Adult,,
1994,17-Aug-94,34,2,726,F,64,42,Adult,,
1994,18-Aug-94,34,2,803,M,68,42,Adult,,
1994,18-Aug-94,34,2,803,M,61,42,Adult,,
1994,19-Aug-94,34,2,715,F,47,42,Adult,,
1994,20-Aug-94,34,2,715,F,62,42,Adult,,
1994,21-Aug-94,35,2,900,F,59,42,Adult,,
1994,22-Aug-94,35,2,1800,F,54,42,Adult,,
1994,23-Aug-94,35,2,801,F,56,42,Adult,,
1994,23-Aug-94,35,2,801,F,56,42,Adult,,
1994,26-Aug-94,35,1,1715,M,65,42,Adult,,
1994,27-Aug-94,35,2,831,M,57,42,Adult,,
1994,27-Aug-94,35,1,935,F,56,42,Adult,,
1994,27-Aug-94,35,1,1902,F,59,42,Adult,,
1994,28-Aug-94,36,1,1011,M,67,42,Adult,,
1994,29-Aug-94,36,2,900,F,50,42,Adult,,
1994,29-Aug-94,36,1,951,M,43,42,Adult,,
1994,29-Aug-94,36,1,951,F,52,42,Adult,,
1994,30-Aug-94,36,1,1825,M,60,42,Adult,,
1994,31-Aug-94,36,1,920,M,58,42,Adult,,
1994,31-Aug-94,36,1,920,F,54,42,Adult,,
1994,31-Aug-94,36,1,920,F,58,42,Adult,,
1994,31-Aug-94,36,1,920,M,64,42,Adult,,
1994,31-Aug-94,36,1,920,F,55,42,Adult,,
1994,1-Sep-94,36,2,800,F,62,42,Adult,,
1994,3-Sep-94,36,1,955,M,55,42,Adult,,
1994,4-Sep-94,37,1,900,F,57,42,Adult,,
1994,12-Aug-94,33,2,705,M,48,43,Adult,,
1994,15-Aug-94,34,2,1701,M,44,43,Adult,,
1994,23-Aug-94,35,2,801,M,46,43,Adult,,
1994,27-Aug-94,35,2,831,M,49,43,Adult,,
1994,27-Aug-94,35,2,1800,F,53,43,Adult,,
1994,29-Aug-94,36,1,951,M,45,43,Adult,,
1994,26-Jul-94,31,2,810,M,63,52,Adult,,
1994,17-Aug-94,34,2,726,M,70,52,Adult,,
1994,19-Jul-94,30,1,815,M,55,52,Adult,,
1994,25-Jul-94,31,2,830,M,65,52,Adult,,
1994,21-Jun-94,26,2,1018,F,58,52,Adult,,
1994,16-Jul-94,29,1,1800,M,62,52,Adult,,
1994,21-Jul-94,30,1,815,F,62,52,Adult,,
1994,21-Jul-94,30,2,945,M,65,52,Adult,,
1994,26-Jul-94,31,2,810,M,63,52,Adult,,
1994,12-Aug-94,33,2,705,F,62,52,Adult,,
1994,4-Sep-94,37,1,900,M,52,52,Adult,,
1994,16-Jun-94,25,1,830,F,63,52,Adult,,
1994,18-Jun-94,25,2,945,F,62,52,Adult,,
1994,29-Jun-94,27,2,810,M,62,52,Adult,,
1994,30-Jun-94,27,2,820,M,66,52,Adult,,
1994,5-Jul-94,28,1,1055,M,66,52,Adult,,
1994,5-Jul-94,28,1,1055,M,68,52,Adult,,
1994,11-Jul-94,29,1,1020,F,58,52,Adult,,
1994,14-Jul-94,29,1,1700,F,65,52,Adult,,
1994,17-Jul-94,30,1,1920,M,61,52,Adult,,
1994,20-Jul-94,30,1,800,M,72,52,Adult,,
1994,22-Jul-94,30,1,830,F,58,52,Adult,,
1994,22-Jul-94,30,1,830,F,63,52,Adult,,
1994,22-Jul-94,30,1,830,M,57,52,Adult,,
1994,24-Jul-94,31,2,1000,M,67,52,Adult,,
1994,24-Jul-94,31,2,1000,F,62,52,Adult,,
1994,25-Jul-94,31,2,830,F,66,52,Adult,,
1994,25-Jul-94,31,2,830,F,63,52,Adult,,
1994,25-Jul-94,31,2,830,F,64,52,Adult,,
1994,27-Jul-94,31,2,815,F,59,52,Adult,,
1994,30-Jul-94,31,1,900,M,63,52,Adult,,
1994,30-Jul-94,31,1,900,M,63,52,Adult,,
1994,30-Jul-94,31,2,1100,M,63,52,Adult,,
1994,31-Jul-94,32,2,1025,M,63,52,Adult,,
1994,31-Jul-94,32,2,1025,M,64,52,Adult,,
1994,1-Aug-94,32,2,1000,M,70,52,Adult,,
1994,4-Aug-94,32,1,830,F,57,52,Adult,,
1994,8-Aug-94,33,2,1000,F,64,52,Adult,,
1994,9-Aug-94,33,2,916,M,64,52,Adult,,
1994,18-Aug-94,34,2,803,M,66,52,Adult,,
1994,18-Aug-94,34,2,803,M,64,52,Adult,,
1994,27-Aug-94,35,1,935,M,71,52,Adult,,
1994,1-Sep-94,36,2,800,F,63,52,Adult,,
1994,1-Sep-94,36,2,800,F,68,52,Adult,,
1994,15-Jun-94,25,2,900,F,60,52,Adult,,
1994,17-Jun-94,25,2,1140,M,61,52,Adult,,
1994,17-Jun-94,25,2,1710,F,61,52,Adult,,
1994,18-Jun-94,25,2,945,M,62,52,Adult,,
1994,18-Jun-94,25,1,1515,M,65,52,Adult,,
1994,19-Jun-94,26,2,1242,F,58,52,Adult,,
1994,20-Jun-94,26,2,1830,F,62,52,Adult,,
1994,24-Jun-94,26,2,715,F,56,52,Adult,,
1994,27-Jun-94,27,2,1857,F,61,52,Adult,,
1994,29-Jun-94,27,2,810,F,63,52,Adult,,
1994,29-Jun-94,27,2,810,F,66,52,Adult,,
1994,29-Jun-94,27,2,810,F,66,52,Adult,,
1994,29-Jun-94,27,2,810,M,60,52,Adult,,
1994,30-Jun-94,27,2,820,F,64,52,Adult,,
1994,2-Jul-94,27,2,1051,F,65,52,Adult,,
1994,3-Jul-94,28,1,1930,F,60,52,Adult,,
1994,3-Jul-94,28,1,1930,M,60,52,Adult,,
1994,3-Jul-94,28,1,1930,M,62,52,Adult,,
1994,4-Jul-94,28,1,1135,M,68,52,Adult,,
1994,5-Jul-94,28,1,1055,F,64,52,Adult,,
1994,10-Jul-94,29,1,930,F,70,52,Adult,,
1994,10-Jul-94,29,1,930,F,69,52,Adult,,
1994,10-Jul-94,29,1,930,F,65,52,Adult,,
1994,11-Jul-94,29,1,1020,F,61,52,Adult,,
1994,12-Jul-94,29,1,930,M,66,52,Adult,,
1994,12-Jul-94,29,1,930,F,60,52,Adult,,
1994,16-Jul-94,29,1,1800,M,61,52,Adult,,
1994,16-Jul-94,29,1,1800,M,65,52,Adult,,
1994,18-Jul-94,30,1,900,M,66,52,Adult,,
1994,20-Jul-94,30,1,800,M,62,52,Adult,,
1994,21-Jul-94,30,1,924,F,65,52,Adult,,
1994,21-Jul-94,30,2,930,M,56,52,Adult,,
1994,21-Jul-94,30,2,930,M,64,52,Adult,,
1994,22-Jul-94,30,1,830,M,73,52,Adult,,
1994,22-Jul-94,30,2,900,F,61,52,Adult,,
1994,23-Jul-94,30,1,930,M,60,52,Adult,,
1994,24-Jul-94,31,2,1000,F,59,52,Adult,,
1994,25-Jul-94,31,2,830,M,69,52,Adult,,
1994,27-Jul-94,31,2,815,M,61,52,Adult,,
1994,27-Jul-94,31,2,815,M,62,52,Adult,,
1994,30-Jul-94,31,1,900,F,60,52,Adult,,
1994,30-Jul-94,31,2,1100,M,63,52,Adult,,
1994,1-Aug-94,32,2,1000,M,67,52,Adult,,
1994,2-Aug-94,32,2,800,M,66,52,Adult,,
1994,5-Aug-94,32,2,1000,M,62,52,Adult,,
1994,5-Aug-94,32,2,1000,F,59,52,Adult,,
1994,5-Aug-94,32,2,1000,F,67,52,Adult,,
1994,9-Aug-94,33,2,916,M,70,52,Adult,,
1994,9-Aug-94,33,2,916,M,63,52,Adult,,
1994,12-Aug-94,33,2,705,M,65,52,Adult,,
1994,12-Aug-94,33,2,705,M,58,52,Adult,,
1994,16-Aug-94,34,2,706,M,63,52,Adult,,
1994,16-Aug-94,34,2,706,M,66,52,Adult,,
1994,22-Aug-94,35,2,1800,F,60,52,Adult,,
1994,23-Aug-94,35,2,801,F,65,52,Adult,,
1994,28-Aug-94,36,2,801,M,70,52,Adult,,
1994,30-Aug-94,36,2,840,M,64,52,Adult,,
1994,31-Aug-94,36,1,920,M,74,52,Adult,,
1994,10-Jun-94,24,1,848,M,55,52,Adult,,
1994,15-Jun-94,25,2,900,F,61,52,Adult,,
1994,15-Jun-94,25,2,1721,F,59,52,Adult,,
1994,16-Jun-94,25,2,1705,F,59,52,Adult,,
1994,17-Jun-94,25,1,1000,F,61,52,Adult,,
1994,17-Jun-94,25,2,1200,M,63,52,Adult,,
1994,18-Jun-94,25,2,1530,F,64,52,Adult,,
1994,19-Jun-94,26,2,1130,F,64,52,Adult,,
1994,19-Jun-94,26,2,1140,F,59,52,Adult,,
1994,20-Jun-94,26,2,1050,F,62,52,Adult,,
1994,20-Jun-94,26,2,1050,M,60,52,Adult,,
1994,21-Jun-94,26,2,1003,M,66,52,Adult,,
1994,22-Jun-94,26,1,900,M,67,52,Adult,,
1994,23-Jun-94,26,2,845,F,62,52,Adult,,
1994,23-Jun-94,26,2,1037,M,62,52,Adult,,
1994,23-Jun-94,26,1,1130,F,58,52,Adult,,
1994,24-Jun-94,26,2,715,M,62,52,Adult,,
1994,24-Jun-94,26,2,715,F,55,52,Adult,,
1994,24-Jun-94,26,2,715,F,60,52,Adult,,
1994,24-Jun-94,26,2,715,F,51,52,Adult,,
1994,24-Jun-94,26,2,715,M,61,52,Adult,,
1994,27-Jun-94,27,2,1905,M,64,52,Adult,,
1994,27-Jun-94,27,2,1905,M,63,52,Adult,,
1994,28-Jun-94,27,1,900,F,65,52,Adult,,
1994,29-Jun-94,27,2,810,F,62,52,Adult,,
1994,29-Jun-94,27,2,810,M,70,52,Adult,,
1994,1-Jul-94,27,2,815,F,63,52,Adult,,
1994,1-Jul-94,27,2,1050,F,59,52,Adult,,
1994,1-Jul-94,27,2,1050,F,61,52,Adult,,
1994,1-Jul-94,27,1,1103,M,68,52,Adult,,
1994,2-Jul-94,27,2,1051,M,61,52,Adult,,
1994,2-Jul-94,27,2,1051,M,66,52,Adult,,
1994,2-Jul-94,27,2,1051,M,63,52,Adult,,
1994,3-Jul-94,28,1,1930,F,63,52,Adult,,
1994,4-Jul-94,28,1,1135,M,70,52,Adult,,
1994,4-Jul-94,28,1,1135,F,64,52,Adult,,
1994,4-Jul-94,28,1,1135,M,65,52,Adult,,
1994,5-Jul-94,28,1,1055,F,64,52,Adult,,
1994,5-Jul-94,28,1,1055,F,62,52,Adult,,
1994,5-Jul-94,28,1,1055,F,62,52,Adult,,
1994,6-Jul-94,28,1,1130,F,62,52,Adult,,
1994,6-Jul-94,28,1,1130,F,63,52,Adult,,
1994,7-Jul-94,28,1,1130,F,67,52,Adult,,
1994,7-Jul-94,28,1,1130,F,57,52,Adult,,
1994,7-Jul-94,28,1,1130,F,67,52,Adult,,
1994,8-Jul-94,28,1,1005,F,64,52,Adult,,
1994,8-Jul-94,28,1,1005,F,63,52,Adult,,
1994,8-Jul-94,28,1,1005,F,61,52,Adult,,
1994,9-Jul-94,28,2,1000,F,59,52,Adult,,
1994,10-Jul-94,29,1,930,M,71,52,Adult,,
1994,11-Jul-94,29,1,1020,M,57,52,Adult,,
1994,12-Jul-94,29,1,930,M,53,52,Adult,,
1994,15-Jul-94,29,1,830,M,68,52,Adult,,
1994,15-Jul-94,29,1,830,F,58,52,Adult,,
1994,16-Jul-94,29,1,1800,M,51,52,Adult,,
1994,16-Jul-94,29,1,1800,M,55,52,Adult,,
1994,17-Jul-94,30,1,1920,F,63,52,Adult,,
1994,17-Jul-94,30,1,1920,M,65,52,Adult,,
1994,17-Jul-94,30,1,1920,F,64,52,Adult,,
1994,18-Jul-94,30,1,900,M,69,52,Adult,,
1994,20-Jul-94,30,1,800,M,51,52,Adult,,
1994,21-Jul-94,30,1,815,F,57,52,Adult,,
1994,21-Jul-94,30,2,930,F,58,52,Adult,,
1994,23-Jul-94,30,1,930,M,67,52,Adult,,
1994,24-Jul-94,31,2,1000,M,59,52,Adult,,
1994,24-Jul-94,31,2,1000,F,58,52,Adult,,
1994,24-Jul-94,31,2,1000,M,66,52,Adult,,
1994,24-Jul-94,31,2,1000,M,68,52,Adult,,
1994,24-Jul-94,31,2,1000,M,65,52,Adult,,
1994,25-Jul-94,31,2,830,M,57,52,Adult,,
1994,25-Jul-94,31,2,830,M,69,52,Adult,,
1994,25-Jul-94,31,2,830,F,50,52,Adult,,
1994,26-Jul-94,31,2,810,M,71,52,Adult,,
1994,29-Jul-94,31,2,920,M,52,52,Adult,,
1994,30-Jul-94,31,2,1100,M,64,52,Adult,,
1994,31-Jul-94,32,2,1025,F,62,52,Adult,,
1994,31-Jul-94,32,2,1025,F,64,52,Adult,,
1994,2-Aug-94,32,2,800,F,62,52,Adult,,
1994,3-Aug-94,32,2,900,M,63,52,Adult,,
1994,3-Aug-94,32,2,900,M,62,52,Adult,,
1994,4-Aug-94,32,1,830,M,63,52,Adult,,
1994,5-Aug-94,32,2,1000,M,67,52,Adult,,
1994,5-Aug-94,32,2,1000,M,63,52,Adult,,
1994,5-Aug-94,32,2,1000,F,66,52,Adult,,
1994,7-Aug-94,33,1,1915,F,52,52,Adult,,
1994,8-Aug-94,33,2,1000,M,62,52,Adult,,
1994,8-Aug-94,33,2,1000,F,63,52,Adult,,
1994,8-Aug-94,33,2,1000,F,59,52,Adult,,
1994,10-Aug-94,33,1,800,F,58,52,Adult,,
1994,12-Aug-94,33,2,705,F,52,52,Adult,,
1994,16-Aug-94,34,2,706,M,69,52,Adult,,
1994,19-Aug-94,34,2,715,F,63,52,Adult,,
1994,20-Aug-94,34,2,715,F,63,52,Adult,,
1994,22-Aug-94,35,2,1800,M,70,52,Adult,,
1994,29-Aug-94,36,2,1800,M,66,52,Adult,,
1994,30-Aug-94,36,2,840,M,67,52,Adult,,
1994,10-Jun-94,24,2,2021,F,66,52,Adult,,
1994,12-Jun-94,25,2,1020,F,66,52,Adult,,
1994,12-Jun-94,25,2,1952,F,63,52,Adult,,
1994,14-Jun-94,25,1,830,F,52,52,Adult,,
1994,15-Jun-94,25,1,1705,F,62,52,Adult,,
1994,15-Jun-94,25,1,1708,F,64,52,Adult,,
1994,16-Jun-94,25,1,1641,F,60,52,Adult,,
1994,16-Jun-94,25,2,1705,M,63,52,Adult,,
1994,17-Jun-94,25,2,1105,M,59,52,Adult,,
1994,17-Jun-94,25,1,1700,F,56,52,Adult,,
1994,18-Jun-94,25,1,900,M,62,52,Adult,,
1994,18-Jun-94,25,2,945,M,63,52,Adult,,
1994,18-Jun-94,25,2,945,F,64,52,Adult,,
1994,19-Jun-94,26,1,1000,F,62,52,Adult,,
1994,19-Jun-94,26,2,1130,F,62,52,Adult,,
1994,19-Jun-94,26,2,1235,F,60,52,Adult,,
1994,20-Jun-94,26,2,1050,M,67,52,Adult,,
1994,20-Jun-94,26,2,1050,F,56,52,Adult,,
1994,20-Jun-94,26,1,1700,M,67,52,Adult,,
1994,20-Jun-94,26,2,1753,F,62,52,Adult,,
1994,21-Jun-94,26,1,919,M,54,52,Adult,,
