long,lat,year,month,temp
-134,58,1922,4,5.08
-134,58,1922,5,6.71
-134,58,1922,6,9.71
-132,48,1922,3,6.89
-132,48,1922,4,7.21
-132,48,1922,5,8.04
-132,48,1922,6,10.34
-132,50,1922,3,6.3
-132,50,1922,4,6.66
-132,50,1922,5,7.59
-132,50,1922,6,10.15
-132,52,1922,3,5.94
-132,52,1922,4,6.36
-132,52,1922,5,7.52
-132,52,1922,6,10.23
-132,54,1922,3,5.52
-132,54,1922,4,5.99
-132,54,1922,5,7.4
-132,54,1922,6,10.2
-132,56,1922,3,5.12
-132,56,1922,4,5.58
-132,56,1922,5,7.17
-132,56,1922,6,10.01
-130,48,1922,3,7.11
-130,48,1922,4,7.46
-130,48,1922,5,8.52
-130,48,1922,6,10.95
-130,50,1922,3,6.61
-130,50,1922,4,7.01
-130,50,1922,5,8.17
-130,50,1922,6,10.75
-130,52,1922,3,6.21
-130,52,1922,4,6.69
-130,52,1922,5,8.08
-130,52,1922,6,10.76
-130,54,1922,3,5.79
-130,54,1922,4,6.3
-130,54,1922,5,7.9
-130,54,1922,6,10.63
-128,48,1922,3,7.38
-128,48,1922,4,7.85
-128,48,1922,5,9.12
-128,48,1922,6,11.64
-128,50,1922,3,6.95
-128,50,1922,4,7.47
-128,50,1922,5,8.84
-128,50,1922,6,11.4
-128,52,1922,3,6.57
-128,52,1922,4,7.12
-128,52,1922,5,8.64
-128,52,1922,6,11.24
-126,48,1922,3,7.61
-126,48,1922,4,8.27
-126,48,1922,5,9.73
-126,48,1922,6,12.3
-126,50,1922,3,7.25
-126,50,1922,4,7.99
-126,50,1922,5,9.59
-126,50,1922,6,12.14
-136,48,1923,3,6.9
-136,48,1923,4,7.83
-136,48,1923,5,8.49
-136,48,1923,6,10.57
-136,50,1923,3,6.27
-136,50,1923,4,7.19
-136,50,1923,5,7.94
-136,50,1923,6,10.23
-136,52,1923,3,5.91
-136,52,1923,4,6.77
-136,52,1923,5,7.63
-136,52,1923,6,10.05
-136,54,1923,3,5.65
-136,54,1923,4,6.41
-136,54,1923,5,7.37
-136,54,1923,6,9.87
-136,56,1923,3,5.39
-136,56,1923,4,6.06
-136,56,1923,5,7.15
-136,56,1923,6,9.69
-136,58,1923,3,5.27
-136,58,1923,4,5.86
-136,58,1923,5,7.05
-136,58,1923,6,9.57
-134,48,1923,3,6.93
-134,48,1923,4,8.02
-134,48,1923,5,8.76
-134,48,1923,6,10.85
-134,50,1923,3,6.4
-134,50,1923,4,7.48
-134,50,1923,5,8.27
-134,50,1923,6,10.57
-134,52,1923,3,6.15
-134,52,1923,4,7.17
-134,52,1923,5,8.01
-134,52,1923,6,10.41
-134,54,1923,3,5.92
-134,54,1923,4,6.82
-134,54,1923,5,7.72
-134,54,1923,6,10.15
-134,56,1923,3,5.6
-134,56,1923,4,6.39
-134,56,1923,5,7.37
-134,56,1923,6,9.8
-134,58,1923,3,5.41
-134,58,1923,4,6.1
-134,58,1923,5,7.14
-134,58,1923,6,9.54
-132,48,1923,3,6.96
-132,48,1923,4,8.23
-132,48,1923,5,9.11
-132,48,1923,6,11.22
-132,50,1923,3,6.53
-132,50,1923,4,7.79
-132,50,1923,5,8.7
-132,50,1923,6,11
-132,52,1923,3,6.3
-132,52,1923,4,7.51
-132,52,1923,5,8.44
-132,52,1923,6,10.85
-132,54,1923,3,6.02
-132,54,1923,4,7.13
-132,54,1923,5,8.09
-132,54,1923,6,10.53
-132,56,1923,3,5.78
-132,56,1923,4,6.72
-132,56,1923,5,7.68
-132,56,1923,6,10.09
-130,48,1923,3,7
-130,48,1923,4,8.49
-130,48,1923,5,9.57
-130,48,1923,6,11.68
-130,50,1923,3,6.65
-130,50,1923,4,8.13
-130,50,1923,5,9.21
-130,50,1923,6,11.48
-130,52,1923,3,6.42
-130,52,1923,4,7.84
-130,52,1923,5,8.92
-130,52,1923,6,11.28
-130,54,1923,3,6.18
-130,54,1923,4,7.47
-130,54,1923,5,8.52
-130,54,1923,6,10.93
-128,48,1923,3,7.09
-128,48,1923,4,8.83
-128,48,1923,5,10.16
-128,48,1923,6,12.23
-128,50,1923,3,6.78
-128,50,1923,4,8.51
-128,50,1923,5,9.82
-128,50,1923,6,11.99
-128,52,1923,3,6.6
-128,52,1923,4,8.21
-128,52,1923,5,9.43
-128,52,1923,6,11.67
-126,48,1923,3,7.15
-126,48,1923,4,9.18
-126,48,1923,5,10.75
-126,48,1923,6,12.77
-126,50,1923,3,6.84
-126,50,1923,4,8.9
-126,50,1923,5,10.49
-126,50,1923,6,12.55
-136,48,1924,3,7.77
-136,48,1924,4,7.5
-136,48,1924,5,8.48
-136,48,1924,6,10.73
-136,50,1924,3,7.17
-136,50,1924,4,6.9
-136,50,1924,5,7.93
-136,50,1924,6,10.07
-136,52,1924,3,6.94
-136,52,1924,4,6.72
-136,52,1924,5,7.8
-136,52,1924,6,9.75
-136,54,1924,3,6.86
-136,54,1924,4,6.76
-136,54,1924,5,7.86
-136,54,1924,6,9.57
-136,56,1924,3,6.77
-136,56,1924,4,6.84
-136,56,1924,5,8
-136,56,1924,6,9.52
-136,58,1924,3,6.75
-136,58,1924,4,6.99
-136,58,1924,5,8.23
-136,58,1924,6,9.6
-134,48,1924,3,8.04
-134,48,1924,4,7.8
-134,48,1924,5,8.85
-134,48,1924,6,10.94
-134,50,1924,3,7.55
-134,50,1924,4,7.33
-134,50,1924,5,8.41
-134,50,1924,6,10.39
-134,52,1924,3,7.38
-134,52,1924,4,7.24
-134,52,1924,5,8.34
-134,52,1924,6,10.09
-134,54,1924,3,7.28
-134,54,1924,4,7.27
-134,54,1924,5,8.36
-134,54,1924,6,9.85
-134,56,1924,3,7.12
-134,56,1924,4,7.26
-134,56,1924,5,8.39
-134,56,1924,6,9.66
-134,58,1924,3,7.01
-134,58,1924,4,7.28
-134,58,1924,5,8.46
-134,58,1924,6,9.59
-132,48,1924,3,8.27
-132,48,1924,4,8.09
-132,48,1924,5,9.24
-132,48,1924,6,11.18
-132,50,1924,3,7.88
-132,50,1924,4,7.73
-132,50,1924,5,8.9
-132,50,1924,6,10.73
-132,52,1924,3,7.68
-132,52,1924,4,7.66
-132,52,1924,5,8.86
-132,52,1924,6,10.48
-132,54,1924,3,7.5
-132,54,1924,4,7.62
-132,54,1924,5,8.83
-132,54,1924,6,10.24
-132,56,1924,3,7.35
-132,56,1924,4,7.56
-132,56,1924,5,8.75
-132,56,1924,6,9.95
-130,48,1924,3,8.48
-130,48,1924,4,8.37
-130,48,1924,5,9.67
-130,48,1924,6,11.46
-130,50,1924,3,8.16
-130,50,1924,4,8.12
-130,50,1924,5,9.41
-130,50,1924,6,11.08
-130,52,1924,3,7.93
-130,52,1924,4,8.02
-130,52,1924,5,9.36
-130,52,1924,6,10.88
-130,54,1924,3,7.74
-130,54,1924,4,7.94
-130,54,1924,5,9.27
-130,54,1924,6,10.64
-128,48,1924,3,8.68
-128,48,1924,4,8.71
-128,48,1924,5,10.18
-128,48,1924,6,11.81
-128,50,1924,3,8.42
-128,50,1924,4,8.52
-128,50,1924,5,9.97
-128,50,1924,6,11.48
-128,52,1924,3,8.23
-128,52,1924,4,8.4
-128,52,1924,5,9.84
-128,52,1924,6,11.25
-126,48,1924,3,8.84
-126,48,1924,4,9.04
-126,48,1924,5,10.69
-126,48,1924,6,12.18
-126,50,1924,3,8.58
-126,50,1924,4,8.9
-126,50,1924,5,10.57
-126,50,1924,6,11.96
-136,48,1925,3,6.82
-136,48,1925,4,7.48
-136,48,1925,5,8.82
-136,48,1925,6,9.95
-136,50,1925,3,6.13
-136,50,1925,4,6.76
-136,50,1925,5,8.22
-136,50,1925,6,9.33
-136,52,1925,3,5.79
-136,52,1925,4,6.34
-136,52,1925,5,7.87
-136,52,1925,6,8.96
-136,54,1925,3,5.59
-136,54,1925,4,6.03
-136,54,1925,5,7.58
-136,54,1925,6,8.63
-136,56,1925,3,5.39
-136,56,1925,4,5.77
-136,56,1925,5,7.34
-136,56,1925,6,8.42
-136,58,1925,3,5.28
-136,58,1925,4,5.63
-136,58,1925,5,7.23
-136,58,1925,6,8.32
-134,48,1925,3,7.13
-134,48,1925,4,7.78
-134,48,1925,5,9.24
-134,48,1925,6,10.44
-134,50,1925,3,6.54
-134,50,1925,4,7.2
-134,50,1925,5,8.74
-134,50,1925,6,9.87
-134,52,1925,3,6.25
-134,52,1925,4,6.86
-134,52,1925,5,8.42
-134,52,1925,6,9.46
-134,54,1925,3,6
-134,54,1925,4,6.54
-134,54,1925,5,8.09
-134,54,1925,6,9.01
-134,56,1925,3,5.71
-134,56,1925,4,6.21
-134,56,1925,5,7.74
-134,56,1925,6,8.6
-134,58,1925,3,5.5
-134,58,1925,4,5.95
-134,58,1925,5,7.47
-134,58,1925,6,8.31
-132,48,1925,3,7.45
-132,48,1925,4,8.12
-132,48,1925,5,9.71
-132,48,1925,6,11.03
-132,50,1925,3,6.95
-132,50,1925,4,7.66
-132,50,1925,5,9.28
-132,50,1925,6,10.51
-132,52,1925,3,6.61
-132,52,1925,4,7.34
-132,52,1925,5,8.98
-132,52,1925,6,10.09
-132,54,1925,3,6.26
-132,54,1925,4,6.96
-132,54,1925,5,8.6
-132,54,1925,6,9.56
-132,56,1925,3,5.95
-132,56,1925,4,6.58
-132,56,1925,5,8.15
-132,56,1925,6,8.99
-130,48,1925,3,7.76
-130,48,1925,4,8.49
-130,48,1925,5,10.24
-130,48,1925,6,11.69
-130,50,1925,3,7.34
-130,50,1925,4,8.14
-130,50,1925,5,9.88
-130,50,1925,6,11.2
-130,52,1925,3,6.95
-130,52,1925,4,7.8
-130,52,1925,5,9.56
-130,52,1925,6,10.77
-130,54,1925,3,6.56
-130,54,1925,4,7.38
-130,54,1925,5,9.12
-130,54,1925,6,10.18
-128,48,1925,3,8.08
-128,48,1925,4,8.93
-128,48,1925,5,10.87
-128,48,1925,6,12.42
-128,50,1925,3,7.71
-128,50,1925,4,8.64
-128,50,1925,5,10.54
-128,50,1925,6,11.94
-128,52,1925,3,7.35
-128,52,1925,4,8.3
-128,52,1925,5,10.14
-128,52,1925,6,11.43
-126,48,1925,3,8.32
-126,48,1925,4,9.35
-126,48,1925,5,11.49
-126,48,1925,6,13.09
-126,50,1925,3,7.99
-126,50,1925,4,9.14
-126,50,1925,5,11.26
-126,50,1925,6,12.77
-136,48,1926,3,8.37
-136,48,1926,4,9
-136,48,1926,5,9.07
-136,48,1926,6,10.72
-136,50,1926,3,7.85
-136,50,1926,4,8.42
-136,50,1926,5,8.81
-136,50,1926,6,10.69
-136,52,1926,3,7.64
-136,52,1926,4,8.07
-136,52,1926,5,8.8
-136,52,1926,6,10.95
-136,54,1926,3,7.52
-136,54,1926,4,7.75
-136,54,1926,5,8.8
-136,54,1926,6,11.24
-136,56,1926,3,7.39
-136,56,1926,4,7.46
-136,56,1926,5,8.79
-136,56,1926,6,11.48
-136,58,1926,3,7.32
-136,58,1926,4,7.28
-136,58,1926,5,8.75
-136,58,1926,6,11.63
-134,48,1926,3,8.71
-134,48,1926,4,9.41
-134,48,1926,5,9.64
-134,48,1926,6,11.19
-134,50,1926,3,8.26
-134,50,1926,4,8.9
-134,50,1926,5,9.38
-134,50,1926,6,11.17
-134,52,1926,3,8.07
-134,52,1926,4,8.57
-134,52,1926,5,9.31
-134,52,1926,6,11.36
-134,54,1926,3,7.9
-134,54,1926,4,8.21
-134,54,1926,5,9.18
-134,54,1926,6,11.5
-134,56,1926,3,7.67
-134,56,1926,4,7.81
-134,56,1926,5,8.99
-134,56,1926,6,11.55
-134,58,1926,3,7.51
-134,58,1926,4,7.51
-134,58,1926,5,8.79
-134,58,1926,6,11.55
-132,48,1926,3,9.05
-132,48,1926,4,9.85
-132,48,1926,5,10.29
-132,48,1926,6,11.71
-132,50,1926,3,8.66
-132,50,1926,4,9.4
-132,50,1926,5,10.03
-132,50,1926,6,11.69
-132,52,1926,3,8.4
-132,52,1926,4,9.03
-132,52,1926,5,9.87
-132,52,1926,6,11.8
-132,54,1926,3,8.12
-132,54,1926,4,8.58
-132,54,1926,5,9.58
-132,54,1926,6,11.81
-132,56,1926,3,7.87
-132,56,1926,4,8.13
-132,56,1926,5,9.22
-132,56,1926,6,11.69
-130,48,1926,3,9.39
-130,48,1926,4,10.32
-130,48,1926,5,11.01
-130,48,1926,6,12.27
-130,50,1926,3,9.05
-130,50,1926,4,9.93
-130,50,1926,5,10.75
-130,50,1926,6,12.21
-130,52,1926,3,8.71
-130,52,1926,4,9.5
-130,52,1926,5,10.45
-130,52,1926,6,12.2
-130,54,1926,3,8.38
-130,54,1926,4,8.99
-130,54,1926,5,10
-130,54,1926,6,12.08
-128,48,1926,3,9.73
-128,48,1926,4,10.86
-128,48,1926,5,11.82
-128,48,1926,6,12.87
-128,50,1926,3,9.41
-128,50,1926,4,10.49
-128,50,1926,5,11.51
-128,50,1926,6,12.71
-128,52,1926,3,9.08
-128,52,1926,4,10.02
-128,52,1926,5,11.04
-128,52,1926,6,12.53
-126,48,1926,3,9.99
-126,48,1926,4,11.35
-126,48,1926,5,12.57
-126,48,1926,6,13.43
-126,50,1926,3,9.68
-126,50,1926,4,11.03
-126,50,1926,5,12.31
-126,50,1926,6,13.26
-136,48,1927,3,7.34
-136,48,1927,4,7.66
-136,48,1927,5,8.25
-136,48,1927,6,10.52
-136,50,1927,3,6.82
-136,50,1927,4,7.04
-136,50,1927,5,7.8
-136,50,1927,6,10.15
-136,52,1927,3,6.51
-136,52,1927,4,6.71
-136,52,1927,5,7.69
-136,52,1927,6,10.09
-136,54,1927,3,6.23
-136,54,1927,4,6.5
-136,54,1927,5,7.7
-136,54,1927,6,10.13
-136,56,1927,3,5.94
-136,56,1927,4,6.31
-136,56,1927,5,7.74
-136,56,1927,6,10.2
-136,58,1927,3,5.73
-136,58,1927,4,6.23
-136,58,1927,5,7.84
-136,58,1927,6,10.33
-134,48,1927,3,7.59
-134,48,1927,4,7.89
-134,48,1927,5,8.48
-134,48,1927,6,10.9
-134,50,1927,3,7.09
-134,50,1927,4,7.31
-134,50,1927,5,8.08
-134,50,1927,6,10.58
-134,52,1927,3,6.81
-134,52,1927,4,7.04
-134,52,1927,5,8.03
-134,52,1927,6,10.54
-134,54,1927,3,6.49
-134,54,1927,4,6.79
-134,54,1927,5,8.01
-134,54,1927,6,10.51
-134,56,1927,3,6.09
-134,56,1927,4,6.51
-134,56,1927,5,7.93
-134,56,1927,6,10.41
-134,58,1927,3,5.82
-134,58,1927,4,6.33
-134,58,1927,5,7.92
-134,58,1927,6,10.41
-132,48,1927,3,7.86
-132,48,1927,4,8.13
-132,48,1927,5,8.74
-132,48,1927,6,11.28
-132,50,1927,3,7.38
-132,50,1927,4,7.61
-132,50,1927,5,8.42
-132,50,1927,6,11.02
-132,52,1927,3,7.03
-132,52,1927,4,7.32
-132,52,1927,5,8.38
-132,52,1927,6,10.99
-132,54,1927,3,6.61
-132,54,1927,4,7
-132,54,1927,5,8.3
-132,54,1927,6,10.92
-132,56,1927,3,6.23
-132,56,1927,4,6.68
-132,56,1927,5,8.15
-132,56,1927,6,10.73
-130,48,1927,3,8.13
-130,48,1927,4,8.41
-130,48,1927,5,9.08
-130,48,1927,6,11.68
-130,50,1927,3,7.67
-130,50,1927,4,7.95
-130,50,1927,5,8.82
-130,50,1927,6,11.43
-130,52,1927,3,7.26
-130,52,1927,4,7.62
-130,52,1927,5,8.73
-130,52,1927,6,11.4
-130,54,1927,3,6.81
-130,54,1927,4,7.25
-130,54,1927,5,8.59
-130,54,1927,6,11.31
-128,48,1927,3,8.44
-128,48,1927,4,8.76
-128,48,1927,5,9.55
-128,48,1927,6,12.14
-128,50,1927,3,7.97
-128,50,1927,4,8.34
-128,50,1927,5,9.29
-128,50,1927,6,11.86
-128,52,1927,3,7.57
-128,52,1927,4,7.98
-128,52,1927,5,9.09
-128,52,1927,6,11.72
-126,48,1927,3,8.67
-126,48,1927,4,9.1
-126,48,1927,5,10.05
-126,48,1927,6,12.59
-126,50,1927,3,8.23
-126,50,1927,4,8.76
-126,50,1927,5,9.85
-126,50,1927,6,12.37
-136,48,1928,3,7.79
-136,48,1928,4,7.66
-136,48,1928,5,8.8
-136,48,1928,6,10.73
-136,50,1928,3,7.01
-136,50,1928,4,7.18
-136,50,1928,5,8.28
-136,50,1928,6,10.2
-136,52,1928,3,6.41
-136,52,1928,4,6.95
-136,52,1928,5,7.97
-136,52,1928,6,9.87
-136,54,1928,3,5.84
-136,54,1928,4,6.78
-136,54,1928,5,7.66
-136,54,1928,6,9.56
-136,56,1928,3,5.32
-136,56,1928,4,6.64
-136,56,1928,5,7.41
-136,56,1928,6,9.35
-136,58,1928,3,4.98
-136,58,1928,4,6.54
-136,58,1928,5,7.23
-136,58,1928,6,9.23
-134,48,1928,3,8.07
-134,48,1928,4,7.98
-134,48,1928,5,9.19
-134,48,1928,6,11.16
-134,50,1928,3,7.32
-134,50,1928,4,7.54
-134,50,1928,5,8.7
-134,50,1928,6,10.66
-134,52,1928,3,6.76
-134,52,1928,4,7.36
-134,52,1928,5,8.39
-134,52,1928,6,10.31
-134,54,1928,3,6.17
-134,54,1928,4,7.16
-134,54,1928,5,8.03
-134,54,1928,6,9.91
-134,56,1928,3,5.55
-134,56,1928,4,6.88
-134,56,1928,5,7.62
-134,56,1928,6,9.48
-134,58,1928,3,5.13
-134,58,1928,4,6.69
-134,58,1928,5,7.31
-134,58,1928,6,9.2
-132,48,1928,3,8.35
-132,48,1928,4,8.28
-132,48,1928,5,9.6
-132,48,1928,6,11.62
-132,50,1928,3,7.65
-132,50,1928,4,7.89
-132,50,1928,5,9.17
-132,50,1928,6,11.17
-132,52,1928,3,7.05
-132,52,1928,4,7.68
-132,52,1928,5,8.84
-132,52,1928,6,10.81
-132,54,1928,3,6.38
-132,54,1928,4,7.4
-132,54,1928,5,8.4
-132,54,1928,6,10.34
-132,56,1928,3,5.79
-132,56,1928,4,7.09
-132,56,1928,5,7.89
-132,56,1928,6,9.8
-130,48,1928,3,8.64
-130,48,1928,4,8.61
-130,48,1928,5,10.1
-130,48,1928,6,12.13
-130,50,1928,3,8
-130,50,1928,4,8.27
-130,50,1928,5,9.7
-130,50,1928,6,11.7
-130,52,1928,3,7.36
-130,52,1928,4,7.99
-130,52,1928,5,9.3
-130,52,1928,6,11.31
-130,54,1928,3,6.71
-130,54,1928,4,7.65
-130,54,1928,5,8.79
-130,54,1928,6,10.81
-128,48,1928,3,9.01
-128,48,1928,4,9.04
-128,48,1928,5,10.73
-128,48,1928,6,12.74
-128,50,1928,3,8.39
-128,50,1928,4,8.69
-128,50,1928,5,10.31
-128,50,1928,6,12.28
-128,52,1928,3,7.79
-128,52,1928,4,8.34
-128,52,1928,5,9.79
-128,52,1928,6,11.78
-126,48,1928,3,9.32
-126,48,1928,4,9.46
-126,48,1928,5,11.37
-126,48,1928,6,13.33
-126,50,1928,3,8.77
-126,50,1928,4,9.14
-126,50,1928,5,11.02
-126,50,1928,6,12.96
-136,48,1929,3,7.48
-136,48,1929,4,7.42
-136,48,1929,5,8.84
-136,48,1929,6,10.39
-136,50,1929,3,6.87
-136,50,1929,4,6.96
-136,50,1929,5,8.32
-136,50,1929,6,10.08
-136,52,1929,3,6.62
-136,52,1929,4,6.81
-136,52,1929,5,8.06
-136,52,1929,6,10
-136,54,1929,3,6.52
-136,54,1929,4,6.78
-136,54,1929,5,7.84
-136,54,1929,6,9.94
-136,56,1929,3,6.44
-136,56,1929,4,6.76
-136,56,1929,5,7.67
-136,56,1929,6,9.87
-136,58,1929,3,6.45
-136,58,1929,4,6.83
-136,58,1929,5,7.61
-136,58,1929,6,9.83
-134,48,1929,3,7.71
-134,48,1929,4,7.65
-134,48,1929,5,9.06
-134,48,1929,6,10.74
-134,50,1929,3,7.18
-134,50,1929,4,7.26
-134,50,1929,5,8.58
-134,50,1929,6,10.42
-134,52,1929,3,7
-134,52,1929,4,7.2
-134,52,1929,5,8.35
-134,52,1929,6,10.31
-134,54,1929,3,6.86
-134,54,1929,4,7.14
-134,54,1929,5,8.09
-134,54,1929,6,10.11
-134,56,1929,3,6.65
-134,56,1929,4,7.01
-134,56,1929,5,7.79
-134,56,1929,6,9.83
-134,58,1929,3,6.58
-134,58,1929,4,7
-134,58,1929,5,7.63
-134,58,1929,6,9.66
-132,48,1929,3,7.89
-132,48,1929,4,7.89
-132,48,1929,5,9.32
-132,48,1929,6,11.12
-132,50,1929,3,7.43
-132,50,1929,4,7.57
-132,50,1929,5,8.89
-132,50,1929,6,10.8
-132,52,1929,3,7.22
-132,52,1929,4,7.48
-132,52,1929,5,8.64
-132,52,1929,6,10.61
-132,54,1929,3,7.02
-132,54,1929,4,7.37
-132,54,1929,5,8.36
-132,54,1929,6,10.35
-132,56,1929,3,6.84
-132,56,1929,4,7.24
-132,56,1929,5,8.01
-132,56,1929,6,9.97
-130,48,1929,3,8.06
-130,48,1929,4,8.18
-130,48,1929,5,9.69
-130,48,1929,6,11.56
-130,50,1929,3,7.69
-130,50,1929,4,7.93
-130,50,1929,5,9.32
-130,50,1929,6,11.22
-130,52,1929,3,7.44
-130,52,1929,4,7.8
-130,52,1929,5,9.03
-130,52,1929,6,10.97
-130,54,1929,3,7.23
-130,54,1929,4,7.64
-130,54,1929,5,8.68
-130,54,1929,6,10.63
-128,48,1929,3,8.26
-128,48,1929,4,8.58
-128,48,1929,5,10.21
-128,48,1929,6,12.09
-128,50,1929,3,7.93
-128,50,1929,4,8.35
-128,50,1929,5,9.85
-128,50,1929,6,11.69
-128,52,1929,3,7.73
-128,52,1929,4,8.16
-128,52,1929,5,9.47
-128,52,1929,6,11.3
-126,48,1929,3,8.4
-126,48,1929,4,8.98
-126,48,1929,5,10.78
-126,48,1929,6,12.62
-126,50,1929,3,8.12
-126,50,1929,4,8.8
-126,50,1929,5,10.5
-126,50,1929,6,12.26
-136,48,1930,3,7.12
-136,48,1930,4,7.87
-136,48,1930,5,8.6
-136,48,1930,6,10.7
-136,50,1930,3,6.58
-136,50,1930,4,7.34
-136,50,1930,5,8.08
-136,50,1930,6,10.2
-136,52,1930,3,6.33
-136,52,1930,4,7.06
-136,52,1930,5,7.75
-136,52,1930,6,9.88
-136,54,1930,3,6.18
-136,54,1930,4,6.84
-136,54,1930,5,7.44
-136,54,1930,6,9.56
-136,56,1930,3,6.03
-136,56,1930,4,6.62
-136,56,1930,5,7.17
-136,56,1930,6,9.29
-136,58,1930,3,5.98
-136,58,1930,4,6.51
-136,58,1930,5,7.06
-136,58,1930,6,9.18
-134,48,1930,3,7.36
-134,48,1930,4,8.2
-134,48,1930,5,8.92
-134,48,1930,6,10.92
-134,50,1930,3,6.88
-134,50,1930,4,7.72
-134,50,1930,5,8.45
-134,50,1930,6,10.5
-134,52,1930,3,6.7
-134,52,1930,4,7.49
-134,52,1930,5,8.17
-134,52,1930,6,10.2
-134,54,1930,3,6.5
-134,54,1930,4,7.21
-134,54,1930,5,7.8
-134,54,1930,6,9.82
-134,56,1930,3,6.25
-134,56,1930,4,6.88
-134,56,1930,5,7.41
-134,56,1930,6,9.41
-134,58,1930,3,6.1
-134,58,1930,4,6.63
-134,58,1930,5,7.13
-134,58,1930,6,9.13
-132,48,1930,3,7.6
-132,48,1930,4,8.55
-132,48,1930,5,9.3
-132,48,1930,6,11.16
-132,50,1930,3,7.17
-132,50,1930,4,8.11
-132,50,1930,5,8.87
-132,50,1930,6,10.79
-132,52,1930,3,6.92
-132,52,1930,4,7.82
-132,52,1930,5,8.57
-132,52,1930,6,10.51
-132,54,1930,3,6.67
-132,54,1930,4,7.48
-132,54,1930,5,8.2
-132,54,1930,6,10.16
-132,56,1930,3,6.41
-132,56,1930,4,7.1
-132,56,1930,5,7.71
-132,56,1930,6,9.67
-130,48,1930,3,7.87
-130,48,1930,4,8.95
-130,48,1930,5,9.78
-130,48,1930,6,11.47
-130,50,1930,3,7.49
-130,50,1930,4,8.56
-130,50,1930,5,9.39
-130,50,1930,6,11.14
-130,52,1930,3,7.17
-130,52,1930,4,8.19
-130,52,1930,5,9.05
-130,52,1930,6,10.86
-130,54,1930,3,6.88
-130,54,1930,4,7.79
-130,54,1930,5,8.61
-130,54,1930,6,10.52
-128,48,1930,3,8.18
-128,48,1930,4,9.43
-128,48,1930,5,10.39
-128,48,1930,6,11.89
-128,50,1930,3,7.81
-128,50,1930,4,9.05
-128,50,1930,5,10.01
-128,50,1930,6,11.53
-128,52,1930,3,7.49
-128,52,1930,4,8.62
-128,52,1930,5,9.56
-128,52,1930,6,11.19
-126,48,1930,3,8.42
-126,48,1930,4,9.89
-126,48,1930,5,11.01
-126,48,1930,6,12.32
-126,50,1930,3,8.08
-126,50,1930,4,9.56
-126,50,1930,5,10.71
-126,50,1930,6,12.03
-136,48,1931,3,7.86
-136,48,1931,4,7.9
-136,48,1931,5,9.24
-136,48,1931,6,10.76
-136,50,1931,3,7.32
-136,50,1931,4,7.28
-136,50,1931,5,8.59
-136,50,1931,6,10.33
-136,52,1931,3,7.06
-136,52,1931,4,6.92
-136,52,1931,5,8.13
-136,52,1931,6,10.13
-136,54,1931,3,6.91
-136,54,1931,4,6.66
-136,54,1931,5,7.77
-136,54,1931,6,10.01
-136,56,1931,3,6.69
-136,56,1931,4,6.39
-136,56,1931,5,7.46
-136,56,1931,6,9.9
-136,58,1931,3,6.56
-136,58,1931,4,6.26
-136,58,1931,5,7.34
-136,58,1931,6,9.87
-134,48,1931,3,8.25
-134,48,1931,4,8.31
-134,48,1931,5,9.66
-134,48,1931,6,11.29
-134,50,1931,3,7.74
-134,50,1931,4,7.74
-134,50,1931,5,9.09
-134,50,1931,6,10.89
-134,52,1931,3,7.5
-134,52,1931,4,7.42
-134,52,1931,5,8.71
-134,52,1931,6,10.67
-134,54,1931,3,7.28
-134,54,1931,4,7.11
-134,54,1931,5,8.32
-134,54,1931,6,10.42
-134,56,1931,3,6.93
-134,56,1931,4,6.71
-134,56,1931,5,7.86
-134,56,1931,6,10.09
-134,58,1931,3,6.72
-134,58,1931,4,6.49
-134,58,1931,5,7.6
-134,58,1931,6,9.9
-132,48,1931,3,8.59
-132,48,1931,4,8.72
-132,48,1931,5,10.08
-132,48,1931,6,11.82
-132,50,1931,3,8.11
-132,50,1931,4,8.2
-132,50,1931,5,9.6
-132,50,1931,6,11.47
-132,52,1931,3,7.81
-132,52,1931,4,7.85
-132,52,1931,5,9.26
-132,52,1931,6,11.24
-132,54,1931,3,7.47
-132,54,1931,4,7.45
-132,54,1931,5,8.82
-132,54,1931,6,10.89
-132,56,1931,3,7.14
-132,56,1931,4,7.04
-132,56,1931,5,8.32
-132,56,1931,6,10.44
-130,48,1931,3,8.91
-130,48,1931,4,9.16
-130,48,1931,5,10.56
-130,48,1931,6,12.38
-130,50,1931,3,8.47
-130,50,1931,4,8.68
-130,50,1931,5,10.14
-130,50,1931,6,12.03
-130,52,1931,3,8.09
-130,52,1931,4,8.29
-130,52,1931,5,9.81
-130,52,1931,6,11.78
-130,54,1931,3,7.7
-130,54,1931,4,7.83
-130,54,1931,5,9.34
-130,54,1931,6,11.37
-128,48,1931,3,9.29
-128,48,1931,4,9.71
-128,48,1931,5,11.17
-128,48,1931,6,13.03
-128,50,1931,3,8.83
-128,50,1931,4,9.23
-128,50,1931,5,10.77
-128,50,1931,6,12.63
-128,52,1931,3,8.44
-128,52,1931,4,8.78
-128,52,1931,5,10.36
-128,52,1931,6,12.25
-126,48,1931,3,9.58
-126,48,1931,4,10.22
-126,48,1931,5,11.78
-126,48,1931,6,13.62
-126,50,1931,3,9.15
-126,50,1931,4,9.83
-126,50,1931,5,11.48
-126,50,1931,6,13.32
-136,48,1932,3,7.06
-136,48,1932,4,7.17
-136,48,1932,5,8.3
-136,48,1932,6,9.98
-136,50,1932,3,6.44
