"year_f","age","age_f","period","sex","n","mean_yday","sd_yday","mean_fl","sd_fl","se_fl","up","lo"
"1916","52","5[2]","Gilbert-Clemens","female",33,198.090909090909,9.72870635144916,620.757575757576,22.570764141681,3.92906571491275,628.458544558805,613.056606956347
"1916","52","5[2]","Gilbert-Clemens","male",52,196.115384615385,11.8166612950908,654.634615384615,27.5773627300235,3.82429212942959,662.130227958297,647.139002810933
"1916","53","5[3]","Gilbert-Clemens","female",161,198.04347826087,20.5211317384321,637.254658385093,23.6828734276232,1.86647189979533,640.912943308692,633.596373461494
"1916","53","5[3]","Gilbert-Clemens","male",166,194.602409638554,18.9032238770621,662,27.6970625288544,2.14970896422915,666.213429569889,657.786570430111
"1916","63","6[3]","Gilbert-Clemens","female",17,212.588235294118,13.9734517189267,638.411764705882,26.217977666883,6.35879360062609,650.875000163109,625.948529248655
"1916","63","6[3]","Gilbert-Clemens","male",29,208.896551724138,11.6996484305732,689.275862068965,38.0196345437123,7.06006889396257,703.113597101132,675.438127036799
"1917","42","4[2]","Gilbert-Clemens","female",35,205.114285714286,11.0500769988572,575.771428571429,20.9833066904114,3.54682618553492,582.723207895077,568.81964924778
"1917","42","4[2]","Gilbert-Clemens","male",41,201.268292682927,7.73635699229263,580.243902439024,19.8554532657969,3.10090083052291,586.321668066849,574.1661368112
"1917","52","5[2]","Gilbert-Clemens","female",62,194.741935483871,10.9423758679326,613.403225806452,19.6464318517524,2.49509934027315,618.293620513387,608.512831099516
"1917","52","5[2]","Gilbert-Clemens","male",59,193.35593220339,9.86418584973352,632.694915254237,24.5513215019619,3.1963098094805,638.959682480819,626.430148027656
"1917","53","5[3]","Gilbert-Clemens","female",306,202.287581699346,19.0025617609024,613.565359477124,19.8610907869483,1.13538298978285,615.790710137099,611.34000881715
"1917","53","5[3]","Gilbert-Clemens","male",254,203.728346456693,18.8985491951595,628.88188976378,20.7559179325079,1.30234211977233,631.434480318533,626.329299209026
"1917","63","6[3]","Gilbert-Clemens","female",31,222.096774193548,13.5064301691446,630.967741935484,28.7535318073772,5.16428676460045,641.089743994101,620.845739876867
"1917","63","6[3]","Gilbert-Clemens","male",24,217,16.352103973123,657.25,26.3360391198399,5.37582147413204,667.786610089299,646.713389910701
"1918","42","4[2]","Gilbert-Clemens","female",73,194.219178082192,8.81483373408217,601.041095890411,25.2379995444284,2.95388441961532,606.830709352857,595.251482427965
"1918","42","4[2]","Gilbert-Clemens","male",78,188.833333333333,8.23741332913302,620.217948717949,24.0522415381669,2.72338007133651,625.555773657768,614.880123778129
"1918","52","5[2]","Gilbert-Clemens","female",51,191.588235294118,7.79788810021851,614.607843137255,19.2375449903282,2.69379511155494,619.887681555903,609.328004718607
"1918","52","5[2]","Gilbert-Clemens","male",33,194.484848484848,8.87454650996747,637.818181818182,26.2802855595389,4.57481050805091,646.784810413962,628.851553222402
"1918","53","5[3]","Gilbert-Clemens","female",111,204.540540540541,10.2236657576107,618.747747747748,27.6893377800811,2.62815563510557,623.898932792555,613.596562702941
"1918","53","5[3]","Gilbert-Clemens","male",115,201.730434782609,11.7915534288509,642.15652173913,27.441673809733,2.55894927737383,647.172062322783,637.140981155478
"1918","63","6[3]","Gilbert-Clemens","female",33,205.181818181818,8.98768096290189,632.818181818182,28.7069836292654,4.9972444197411,642.612780880874,623.023582755489
"1918","63","6[3]","Gilbert-Clemens","male",48,206.541666666667,9.16737585909097,672.833333333333,30.4381712575435,4.39337159229567,681.444341654233,664.222325012434
"1919","42","4[2]","Gilbert-Clemens","female",39,203.615384615385,7.37925750299761,592.25641025641,21.6134923122693,3.46092862124412,599.039830354049,585.472990158772
"1919","42","4[2]","Gilbert-Clemens","male",46,203.45652173913,9.30879278899288,613.173913043478,26.252030057228,3.87065066467486,620.760388346241,605.587437740716
"1919","52","5[2]","Gilbert-Clemens","female",204,194.769607843137,10.1151429105877,624.730392156863,23.2271044711015,1.62622259002607,627.917788433314,621.542995880412
"1919","52","5[2]","Gilbert-Clemens","male",190,194.031578947368,9.00082610150909,649.394736842105,26.6741452545842,1.93514588741855,653.187622781446,645.601850902765
"1919","53","5[3]","Gilbert-Clemens","female",577,207.812824956672,13.7552884460825,640.320623916811,21.4953032892988,0.894861184687053,642.074551838798,638.566695994824
"1919","53","5[3]","Gilbert-Clemens","male",496,206.322580645161,13.8753751134496,658.608870967742,22.9466716394507,1.03033597257819,660.628329473995,656.589412461489
"1919","63","6[3]","Gilbert-Clemens","female",48,216.5625,11.3660679216693,663.541666666667,33.6388569222478,4.85535077482277,673.058154185319,654.025179148014
"1919","63","6[3]","Gilbert-Clemens","male",58,217.034482758621,11.2623663295865,693.741379310345,33.5624896849682,4.40697079842441,702.379042075257,685.103716545433
"1920","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1920","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1920","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1920","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1920","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1920","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1920","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1920","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1921","42","4[2]","Gilbert-Clemens","female",102,197.843137254902,10.0727503181144,582.117647058824,25.473455070342,2.52224789490259,587.061252932833,577.174041184814
"1921","42","4[2]","Gilbert-Clemens","male",67,198.373134328358,8.34272650167093,601.492537313433,28.3609703718718,3.46484399173722,608.283631537238,594.701443089628
"1921","52","5[2]","Gilbert-Clemens","female",72,198.263888888889,9.56223949188455,603.152777777778,26.9755547775306,3.17909961824351,609.383813029535,596.921742526021
"1921","52","5[2]","Gilbert-Clemens","male",60,198.016666666667,11.0230754370273,631.916666666667,32.8475119232496,4.24059555476984,640.228233954016,623.605099379318
"1921","53","5[3]","Gilbert-Clemens","female",692,203.68063583815,15.3851856367427,633.833815028902,29.4322516409226,1.11884632769303,636.02675383118,631.640876226623
"1921","53","5[3]","Gilbert-Clemens","male",609,201.983579638752,15.3178943664919,649.343185550082,31.128534311596,1.26139186578204,651.815513607015,646.870857493149
"1921","63","6[3]","Gilbert-Clemens","female",20,211.5,17.034021684172,643.8,34.7572029642021,7.7719468535713,659.033015833,628.566984167
"1921","63","6[3]","Gilbert-Clemens","male",22,208.318181818182,15.8486483234266,663.772727272727,33.6960246605156,7.18401659595825,677.853399800805,649.692054744649
"1922","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1922","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1922","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1922","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1922","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1922","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1922","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1922","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1923","42","4[2]","Gilbert-Clemens","female",82,204.158536585366,11.2045730436834,586.353658536585,26.0523556202399,2.8770013889877,591.992581259001,580.71473581417
"1923","42","4[2]","Gilbert-Clemens","male",63,202.84126984127,11.4105304352211,603.619047619048,26.0931511044989,3.28742803545402,610.062406568537,597.175688669558
"1923","52","5[2]","Gilbert-Clemens","female",44,200.318181818182,10.8601527405267,626.681818181818,26.8499471458254,4.04778183288984,634.615470574282,618.748165789354
"1923","52","5[2]","Gilbert-Clemens","male",35,201.942857142857,12.0512212150101,643.228571428571,36.206178961028,6.11996123927497,655.22369545755,631.233447399592
"1923","53","5[3]","Gilbert-Clemens","female",523,203.611854684512,15.9692116670235,629,26.5573189109794,1.16127047501288,631.276090131025,626.723909868975
"1923","53","5[3]","Gilbert-Clemens","male",459,203.871459694989,15.924591411402,650.209150326797,26.3263828007675,1.22881031734708,652.617618548798,647.800682104797
"1923","63","6[3]","Gilbert-Clemens","female",81,218.691358024691,14.1541884042398,651.827160493827,25.1588901401954,2.79543223779949,657.306207679914,646.34811330774
"1923","63","6[3]","Gilbert-Clemens","male",72,219.152777777778,13.080099627288,672.388888888889,34.2766522415607,4.03954220606344,680.306391612773,664.471386165005
"1924","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1924","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1924","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1924","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1924","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1924","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1924","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1924","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1925","42","4[2]","Gilbert-Clemens","female",159,208.540880503145,11.7164506972601,590.503144654088,29.8820199556663,2.36979833103024,595.147949382907,585.858339925269
"1925","42","4[2]","Gilbert-Clemens","male",216,205.532407407407,10.6744147812243,603.407407407407,31.355289464989,2.13345722018022,607.588983558961,599.225831255854
"1925","52","5[2]","Gilbert-Clemens","female",58,205.448275862069,10.9210442495904,612.655172413793,22.6247432662669,2.97077433266053,618.477890105808,606.832454721779
"1925","52","5[2]","Gilbert-Clemens","male",63,204.698412698413,9.79900409790729,640.428571428571,37.6052133850178,4.73781155315593,649.714682072757,631.142460784386
"1925","53","5[3]","Gilbert-Clemens","female",586,211.667235494881,14.5115404073455,620.952218430034,20.874417423307,0.862314235584439,622.64235433178,619.262082528289
"1925","53","5[3]","Gilbert-Clemens","male",480,208.9875,14.4046736935315,642.30625,23.7628322107532,1.08461993600332,644.432105074566,640.180394925433
"1925","63","6[3]","Gilbert-Clemens","female",8,201.25,6.98467710676122,631.75,29.2416044117184,10.3384683861503,652.013398036854,611.486601963146
"1925","63","6[3]","Gilbert-Clemens","male",16,208,13.1909059582729,664.6875,36.9354730126293,9.23386825315732,682.785881776188,646.589118223812
"1926","42","4[2]","Gilbert-Clemens","female",117,202.418803418803,14.3960239459513,596.264957264957,27.2470793001028,2.51899337238856,601.202184274839,591.327730255076
"1926","42","4[2]","Gilbert-Clemens","male",87,201.195402298851,12.7012534452494,615.149425287356,24.5496785066962,2.6320018053267,620.308148825797,609.990701748916
"1926","52","5[2]","Gilbert-Clemens","female",117,202.324786324786,11.8894542230159,625.641025641026,23.7749729099746,2.19799702306874,629.94909980624,621.332951475811
"1926","52","5[2]","Gilbert-Clemens","male",91,199.142857142857,13.7861213855509,647.494505494505,22.8212248314656,2.39231439462471,652.18344170797,642.805569281041
"1926","53","5[3]","Gilbert-Clemens","female",609,201.942528735632,17.4899871968967,628.170771756979,20.6837973605452,0.838149765835797,629.813545298017,626.52799821594
"1926","53","5[3]","Gilbert-Clemens","male",487,201.747433264887,16.4088663107503,647.841889117043,23.0539189719012,1.044672787028,649.889447779618,645.794330454468
"1926","63","6[3]","Gilbert-Clemens","female",96,216.8125,10.5194681674653,668.864583333333,29.7298785706326,3.03429302553975,674.811797663391,662.917369003275
"1926","63","6[3]","Gilbert-Clemens","male",126,217.603174603175,11.8159751963716,691.896825396825,24.8350814341582,2.21248490236311,696.233295805457,687.560354988194
"1927","42","4[2]","Gilbert-Clemens","female",90,200.444444444444,11.3118324359352,599.511111111111,21.803640786817,2.29830553901625,604.015789967583,595.006432254639
"1927","42","4[2]","Gilbert-Clemens","male",60,200.133333333333,12.1131203088147,615.766666666667,23.3465902614527,3.01403184244449,621.674169077858,609.859164255475
"1927","52","5[2]","Gilbert-Clemens","female",61,199.72131147541,11.8731225147964,625.098360655738,23.0084802612955,2.9459340246539,630.872391344059,619.324329967416
"1927","52","5[2]","Gilbert-Clemens","male",68,195.720588235294,12.8444721697879,650.264705882353,22.6218872004353,2.7433067758295,655.641587162979,644.887824601727
"1927","53","5[3]","Gilbert-Clemens","female",878,196.897494305239,17.582928595057,629.993166287016,18.9254059632917,0.638701514905687,631.245021256231,628.741311317801
"1927","53","5[3]","Gilbert-Clemens","male",728,200.369505494505,16.3059470936742,652.472527472527,19.6418919907391,0.727976950803325,653.899362296102,651.045692648953
