"retYr","pdo","temp","pc2","alpi","pinkCatch","age","predFL","lwr","upr"
1965,-0.2,6.60620394736842,1.082718,-1.62,40694670,"2.3",654.579014146702,645.199248867386,663.958779426018
1966,-0.4,6.66396184210526,0.55501775,-1.88,80102600,"2.3",645.665193171424,639.196375099212,652.134011243636
1967,-1.1225,7.13386315789474,1.15974825,-0.17,13118440,"2.3",658.534783401936,647.938092887168,669.131473916705
1968,-0.555,6.95113026315789,0.73631575,-0.4,89453210,"2.3",645.801500162633,638.820926875295,652.782073449971
1969,-0.0625,6.27850263157895,-0.12274875,-2.72,51534760,"2.3",649.563718453733,643.2347683368,655.892668570667
1970,0.3325,6.82109868421053,-0.38517225,3.69,62294700,"2.3",650.880927115799,644.324860705385,657.436993526212
1971,-1.5925,5.93664078947368,0.92797725,-2.25,47056750,"2.3",652.155050521122,643.642722866772,660.667378175472
1972,-1.795,6.24496052631579,1.70403675,-4.51,31840770,"2.3",664.348834655337,651.385151798202,677.312517512472
1973,-0.73,6.41839868421053,-0.00445499999999999,-1.62,19601020,"2.3",652.289966181116,644.940513103409,659.639419258823
1974,-0.5025,6.39566710526316,0.5354645,1.04,19717160,"2.3",652.146038291616,644.088009088637,660.204067494596
1975,-0.9975,6.17010921052632,0.23962275,-1.84,25967540,"2.3",650.87083773562,643.621611499975,658.120063971266
1976,-0.8,6.03363815789474,-0.04394325,-1.12,49501700,"2.3",649.257387443925,642.926082229696,655.588692658154
1977,0.4375,6.89376315789474,-0.640759,3.03,57173700,"2.3",654.77059846476,647.300458452504,662.240738477017
1978,0.92,6.89870657894737,-0.87909275,2.32,107629260,"2.3",652.979870208478,644.611173254081,661.348567162875
1979,0.6125,7.22344342105263,0.0467065,-0.99,100271200,"2.3",643.26226433185,637.641248125953,648.883280537748
1980,0.89,6.74428815789474,-0.67495825,1.67,126563930,"2.3",647.716864781163,640.03415129488,655.399578267446
