Country,Whole Country/Province/State ,Reporting Area,Species,Catch Type,Data Type,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
United States,Alaska,Arctic Yukon Kuskokwim,Pink,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,57.82,2.42,113.33,0.96,16.83,0.59,92.58,163.26,1067.48,81.97,489.12,0.03,590.73,0,166.57,,,0.15,0.01,0.05,0.04,3.78,91.49,17.44,32.17,7.26,206.01,8.41,237.42,69.55
United States,Alaska,Arctic Yukon Kuskokwim,Sockeye,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4,142.26,171.21,151.73,82.89,204.81,203.03,193.86,172.17,193.81,200.17,122.52,123.69,130.08,81.76,110.36,59.59,24.21,63.67,63.59,121.45,149.43,155.63,113.36,171.03,202.48,77.38,91.73,52.4,82.64,60.43
United States,Washington,Whole state,Pink,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094.57,0.2,2742.83,0.06,1873.59,0.9,53.8,0.4,784.3,0.34,1240.96,0.75,388,,515,0.69,4726,2.59,4523.83,1.67,5858,1.31,902.11
United States,Washington,Whole state,Sockeye,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727.55,1841,413.85,334.51,1369.5,540.7,20.7,548.3,258.2,500.3,313.39,227.71,209,768,9,55.76,13.04,1976.16,288.15,172.73,40,724.92,92.67
United States,Alaska,Whole state,Pink,Commercial,Round wt (MT),61639.34,92217.97,36791.07,82082.28,68145.14,102536.21,69734.84,61207.4,66664.25,125117.77,84710.43,132837.35,111796.36,92664.25,74482.27,102918.21,134436.4,93284.61,79473.42,64277.18,81027.25,79333.25,58116.92,46065.76,98823.38,33586.32,49075.86,33508.31,26007.28,37921.51,41083.98,44874.11,23119.51,43844.63,18718.48,24104.98,47798.66,64691.36,52970.83,72957.48,33968.36,73951.64,13126.18,67361.68,48813.81,53311.2,39296.3,24408.98,16472.11,18651.75,24069.58,46467.75,58715.87,83342.36,84732.56,98743.38,110951.02,99207.84,88023.71,125243.52,137809.34,117617.55,74747.33,80693.76,150351.4,123316.52,158448.71,92393.62,152032.51,165492.13,197520,140943.39,120068.04,169460.85,195986.39,114125.88,194338.05,136309.68,199896.85,164324.12,251940.2,122276.93,228987.95,132919.01,140161.63,182423.16,179327.35,114284.7,310374.39,149362.91,291922.65
United States,Alaska,Whole state,Sockeye,Commercial,Round wt (MT),38660.02,78496.93,42862.96,68024,50330.22,26678.67,52629.87,64107.6,77991.88,75774.15,26364.82,86756.05,78198.84,87084.54,62872.23,29812.2,37079.74,32733.5,67922.5,48741.03,38167.2,35944.37,65132.54,49758.35,29949.41,36456.83,24556.9,42565.42,29918.25,24517.67,22048.15,37197.37,24945.67,15516.8,20401.75,40026.78,43426.84,23969.61,15334.28,24616.22,64223.37,42150.97,24345.68,22605.93,29317.59,68595.39,39850.32,18608.81,15213.47,14035.34,19301.48,34498.75,40881.47,53373.54,78374.58,86236.09,103246.1,86246.04,139132.97,101349.54,100537.72,88250.66,101978.99,85526.13,118238.89,138581.99,115961.98,155700,171724.52,132492.77,158980.4,142782.97,85003.82,58016.49,110492.08,93757.84,77581.97,61390.11,85123.54,117431.71,121057.67,107825.9,126798.09,102458.14,117269.19,110085.31,112872.37,97037.06,81797.78,112746.51,132980.66
United States,Alaska,Southeast,Pink,Commercial,Round wt (MT),49713.66,56660.35,14367.46,63450.1,38453.35,76530.49,47948.61,39785.86,45378.42,88577.09,53235.79,89315.4,61892.84,53307.3,41750.64,51204.9,105707.73,58303.87,31748.2,34045.56,38111.95,43686.39,24713.15,25260.31,77300.39,16585.93,39107.4,17252.68,8767.28,15680.69,16427.79,24161.76,12069.9,17314.72,13818.28,4596.93,29824.51,20505.76,26994.87,31960.11,19257.48,40876.34,6346.95,37628.1,9496.24,18862.94,15699.27,17607.69,10521.91,9141.97,6965.88,10605.83,30745.12,30738.98,19619.87,25530.93,36639.78,35873.9,53168.41,40002.15,75071.02,69675.9,17246.05,16616.17,92713.67,46900.39,76075.38,52357.61,77351.19,78459.88,69280.09,87949.77,50549.84,66863.25,103552.14,31420.52,100058.73,68298.76,83684.25,74589.09,93962.96,21276.46,73229.82,26670.52,54616.75,46603.55,99394.25,34486.12,138344.18,59630.14,58088.73
United States,Alaska,Southeast,Sockeye,Commercial,Round wt (MT),4962.75,5504.35,3888.76,3636.54,5118.73,6965.39,4907.74,4447.36,2720.16,3343.15,5095.51,6469.94,5887.92,6825.34,6695.4,4057.76,4507.52,4216.99,3025.16,4636.37,4531.41,2391.14,2008.69,1412.02,1318.54,1486.53,2206.42,2474.8,3705.41,3284.66,2011.81,2462.58,2883.82,2714.17,2397.6,1464.84,2226.01,2139.09,1688.02,2513.07,3006.33,3246.69,2778.61,2641.86,2134.44,1936.93,1807.43,2612.65,3165.85,2007.2,630.14,1779.82,3412.02,2366.43,3106.66,3234.88,3027.63,4544.19,4327.53,3387.72,5226.58,4199.25,4174.81,4014.56,6207.74,6136.78,5582.55,7332.47,8486.9,6472.14,4714.3,8133.02,6997.02,3771.21,3109,3359.57,5707.09,2281.43,4184.36,5452.03,4113.53,3427.15,5512.68,1246.02,2492.94,1915.05,3415.59,2681.08,2664.16,4424.21,3843.16
United States,Alaska,South Central,Pink,Commercial,Round wt (MT),11919.57,34289.87,21893.97,18560.59,29691.79,25624.17,21786.23,21157.09,21285.6,36488.97,31474.52,42713.89,49903.22,39356.95,32731.53,51316.98,28723.63,34717.03,47723.24,30142.66,42911.33,35583.57,33403.05,20723.75,21522.93,16951.04,9935.33,16181.43,17101.49,21156.89,24605.61,20518,11043.57,23721.57,4865.63,18122.2,17731.74,40059.07,25762.32,38591.11,14706.59,29419.14,6717.37,25333.52,38698.45,32441.84,23519.8,6538.99,5873.4,7377.72,17057.72,34052.36,27880.9,43676.8,63940.1,64694.73,73464.69,58671.88,34720.86,76376.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Alaska,South Central,Sockeye,Commercial,Round wt (MT),13116.37,23397.88,11031.05,13610.25,12941.15,8776.84,14257.82,20353.48,15885.24,18868.42,12614.02,27955.14,17700.6,16783.35,21412.34,12396.49,13691.2,12861.1,20711.9,14576.35,14635.62,11943.5,16223.71,11260.14,12372.13,16987.68,10748.56,11294.61,9779.61,8850.29,7315.52,9397.74,5688.32,4252.11,5033.32,7061.72,8254.36,9155.77,6328.15,8285.53,11289.22,12430.4,8576.23,12372.4,10454.28,17137.47,10990.91,9028.66,9000.78,7688.21,6042.94,15412.36,21458.15,21852.74,12805.3,19257.82,22928.63,33683.81,33205.16,29826.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Alaska,Central,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42123.26,20905.36,46863.8,22329.54,35922.72,61934.33,43686.97,16052.75,8684.72,55512.47,29944.27,43389.88,47992.53,50847.19,61997.06,62221.17,55127.64,33675.27,85245.26,44335.18,97332.79,38924.74,97484.43,66678.13,27582.07,119251.38,45811.63,51046.07,119340.22,70595.8,157538.35
United States,Alaska,Central,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76775.16,60048.34,78183.71,63170.55,93322.92,100645.39,78726.39,115218.28,128452.77,102116.49,122612.07,105254.3,57919.16,34513.52,75203.86,65639.87,55154.95,44897.34,60727.04,87657.93,90521.05,86582.52,98049.64,83471.92,94891.75,90846.13,87393.95,75463.95,56588.85,89772.43,103082.97
United States,Alaska,Western,Pink,Commercial,Round wt (MT),6.11,1267.74,529.64,71.58,,381.55,,264.46,0.23,51.72,0.12,808.06,0.3,,0.1,396.34,5.03,263.71,1.98,88.96,3.97,63.29,0.72,81.71,0.06,49.35,33.13,74.2,138.51,1083.93,50.58,194.35,6.04,2808.35,34.57,1385.85,242.41,4126.52,213.64,2406.25,4.29,3656.16,61.86,4400.06,619.13,2006.42,77.23,262.3,76.8,2132.07,45.98,1809.56,89.85,8926.58,1172.59,8517.72,846.55,4662.06,134.44,8865.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Alaska,Western,Sockeye,Commercial,Round wt (MT),20580.9,49594.7,27943.15,50777.21,32270.34,10936.45,33464.31,39306.76,59386.49,53562.58,8655.28,52330.97,54610.32,63475.85,34764.5,13357.96,18881.03,15655.42,44185.44,29528.31,19000.16,21609.72,46900.14,37086.2,16258.75,17982.63,11601.91,28796.01,16433.23,12382.71,12720.81,25337.05,16373.52,8550.52,12970.83,31500.22,32946.48,12674.74,7318.1,13817.62,49927.81,26473.89,12990.84,7591.67,16728.87,49520.99,27051.98,6967.5,3046.84,4339.93,12628.4,17306.57,16011.3,29154.37,62462.62,63743.39,77289.83,48018.04,101600.28,68134.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Alaska,Westward,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20609.68,26949.73,10634.17,41583.54,21713.51,14457.42,38685.47,23821.51,65803.6,30388.59,98205.24,9058.08,21525.64,51142.12,30437.19,20316.42,39151.68,34335.65,30967.23,45399.85,60644.36,62075.73,58268.91,39461.97,57941.61,16528.26,34112.5,28529.07,52679.02,18794.1,76184.72
United States,Alaska,Westward,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18150.44,23541.31,19038.81,17833.17,18436.62,31178.69,31013.64,32530.77,34227.94,23299.17,31030.18,28996.37,19689.7,19333.51,31937.29,24417.06,16515.18,14138.21,20002.48,24131,26053.97,17385.8,22772.59,17397.69,19381.9,16698.29,21833.98,18611.12,22393.61,18338.17,25886.1
United States,Alaska,Arctic Yukon Kuskokwim,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38,86.56,3.31,164.51,1.5,24.37,0.9,161.75,192.99,1131.19,90.4,545.66,0.04,608.29,0,167.77,,,0.12,0,0.09,0,4.78,108.39,21.2,39.97,8.98,223.44,10.97,342.87,110.85
United States,Alaska,Arctic Yukon Kuskokwim,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.55,461.75,581.66,507.85,271.61,621.12,639.4,618.48,556.91,604.97,623.86,399.29,397.95,398.26,241.93,341.35,204.75,73.13,209.66,190.75,369.12,430.43,463.17,342.51,502.6,625.85,228.85,280.9,151.16,211.7,168.45
United States,Washington,Whole state,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.75,0.4,4614.79,0.07,3203.66,1.5,92,0.8,1434.8,1,2287,2,767,1,885.8,1,7744,5.5,8628.9,2.1,10906,2.93,1239.35
United States,Washington,Whole state,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6281.23,4807.5,1045.35,897.39,3142.67,1467.2,55.5,1473.6,698.4,1406,798,572,540,2101,23.49,150,27.68,5210.04,815.5,418,111,1898.21,191.48
United States,Alaska,Whole state,Pink,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.03,11.7,36.8,27.41,59.6,46.8,78.1,122.09,194.82,97.65,196.2,101,173.67,104.37,153.84,138.3,145.96,119.07,156.76,164.78,205.6,151.32,149.37,124.58,144.14,122.31,167.8,111.72,145.63,177.3,164.79,136.49,173.64,136.5,193.84,185.55,107.44,168.92,134.55,158.97,118.05,94.64,120.48,143.22,115.84,
United States,Alaska,Whole state,Sockeye,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78,21.55,34.53,38.78,34.93,21.05,26.4,103.5,124.27,81.24,110.2,79.82,132.58,152.61,124.44,172.63,186.45,477.83,291.07,436.87,239.12,327.05,372.75,283.66,251.61,237.23,319.17,318.84,339.39,377.48,428.09,354.06,393.34,447.49,444.7,437.12,352.27,487.13,410.09,464.66,440.28,535.11,592.86,628.58,556.5,
United States,Alaska,Southeast,Pink,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.03,43.01,31.35,34.56,33.72,53.58,51.82,44.2,69.25,33.48,57.06,45.02,70.82,65.21,57.86,54.1,51.44,52.26,42.96,85.06,62.6,50.75,107.14,60.05,75.19,81.18,74.2,99.54,104.33,38.99,89.83,55.68,92.36,59.92,59,56.5,99.4,50.74,
United States,Alaska,Southeast,Sockeye,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.89,3.48,4.18,3.17,4.15,5.7,4.7,4.25,6.3,9.37,7.71,13.11,9.85,9.72,9.32,17.42,13.02,13.49,15.71,21.27,25.45,26.48,25.89,19.84,16.84,27.08,20.49,16.5,20.83,17.42,14.14,14.74,12.49,20.77,15.03,21.15,19.01,
United States,Alaska,Central,Pink,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.91,122.95,43.67,122.83,43.51,74.64,34.39,81.71,52.39,88.64,47.13,72.5,61.04,101.76,70.63,74.8,55.21,78.03,65.1,67.82,40.57,73.76,51.61,88.18,53.87,72.28,52.43,74.23,65.2,50.9,57.64,60.36,51.11,48.99,27.85,48.71,31.4,52.15,
United States,Alaska,Central,Sockeye,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.38,115.63,73.36,100.67,71.57,122.74,140.98,111.59,158.17,172.68,460.53,270.69,407,217.64,307.54,352.12,252.61,222,211.55,291.58,285.03,299.4,335.21,376.65,315.48,359.09,402.48,410.01,406.27,318.35,447.36,368.18,429.73,408.49,496.98,555.62,574.15,502.56,
United States,Alaska,Westward,Pink,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63,20.53,19.7,30.96,20.65,31.32,12.87,19.23,15.45,20.44,13.56,35.38,29.15,30.64,20.96,12.04,15.66,6.62,13.28,8.43,7.02,13.95,15.49,13.01,7.05,15.68,7.46,11.23,12.92,11.84,19.81,9.97,13.87,6.34,7.22,11.86,10.57,8.26,
United States,Alaska,Westward,Sockeye,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.67,4.29,5.24,4.97,5.28,5.67,7.5,10.04,7.03,6.56,11.14,16.3,10.81,9.16,10.94,12.91,15.67,11.81,11.09,11.32,12.83,14.64,24.69,18.28,17.14,16.99,13.21,13.25,12.2,21.4,26.4,19.8,18.81,16.64,21.54,32.77,34.18,
United States,Alaska,Arctic Yukon Kuskokwim,Pink,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,8.33,2.93,7.84,3.12,14.13,5.29,8.71,1.21,3.4,1.32,3.86,3.77,7.99,1.87,8.43,2.28,7.23,0.98,6.5,1.53,7.17,3.05,3.55,0.37,4.51,2.4,8.83,3.09,5.71,1.63,8.53,1.64,2.8,0.57,3.41,1.85,4.69,
United States,Alaska,Arctic Yukon Kuskokwim,Sockeye,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.09,0.11,0.11,0.12,0.42,0.26,0.65,0.17,0.44,1.36,1.53,0.46,0.82,0.63,0.38,0.73,0.91,0.38,0.79,1.21,1.71,1.17,0.87,0.46,0.27,0.94,1,1.1,0.89,0.95,1.37,0.39,0.48,0.72,0.67,0.52,0.76,
United States,Washington,Whole state,Pink,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,39.55,,25.16,0.16,21.01,0.59,53.88,0.47,99.14,0.22,45.09,0.04,21.11,0.08,54.74,0.05,51.08,0.1,77.95,0.31,65.39,0.45,104.63,0.01,215.7,0.06,53.26,0.22,41.75,,,0.51,259.16,1.71,71.36,,186.85,0.42,520.13,1.49,469.65,0.16,528.05,0.05,
United States,Washington,Whole state,Sockeye,Sport,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.13,,40.34,8.86,0.64,0.67,13.69,0.22,0.27,43.25,0.16,13.1,26.31,45.01,3.83,0.14,0.7,71.61,0.37,7.36,6.79,4.02,7.53,0.26,0.32,70.49,0.32,0.14,0.19,,,19.57,0.8,25.56,,,0.48,5.45,7.51,22.47,12.6,61.45,23.89,55.95,
United States,Alaska,Whole state,Pink,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73,10.5,21.8,6.42,28.3,34.12,29.44,23.27,65.73,44,91.46,45.07,84.62,33.17,53.6,8.24,19.34,8,16.55,10.8,16.22,84.21,14.48,15.3,99.25,57.29,84.92,42.64,76.32,35.5,55.5,46.47,95.47,68.01,95.24,76.66,86.97,37.78,98.89,45.74,66.42,41.88,72.85,34.95,93.03,
United States,Alaska,Whole state,Sockeye,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.82,172.41,135.74,113.74,190.94,208.92,161.58,191.74,161.24,190.05,231.68,225.35,277.26,309.02,297.78,266.05,261.46,259.71,239.69,321.66,275.99,353.22,410.42,520.69,522.99,488.19,568.61,673.12,643.46,719.98,574.91,709.61,663.54,715.83,804.23,831.02,668.57,815.72,725.23,854.46,987.26,1104.23,1118.58,1000.48,1032.29,
United States,Alaska,Southeast,Pink,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,3.64,3.22,3.2,4.08,3.91,3.28,2.62,4.23,3.21,3.89,3.16,4.93,3.6,3.27,1.9,3.29,3.72,5.49,2.81,3.6,2.37,
United States,Alaska,Southeast,Sockeye,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.25,57.1,45.09,69.22,58.78,62.55,56.62,52.87,55.16,56.38,64.67,61.42,39.39,54.86,43.1,41.55,49.51,52.26,41.73,50.43,49.55,44.79,
United States,Alaska,Central,Pink,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,9.92,4.41,7.42,2.43,5.08,4.94,7.26,4.43,13.11,5.1,8.05,5.9,17.62,4.02,18.29,8.52,10.6,8.27,7.56,5.13,29.71,
United States,Alaska,Central,Sockeye,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.62,371.84,358.39,404.56,502.54,494.71,556.39,421.39,535.27,510.06,553.4,646.98,694.89,527.18,683.08,576.27,727.49,848.89,954,971.82,846.89,886.04,
United States,Alaska,Westward,Pink,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,6.74,5.72,6.39,7,5.46,5.64,3.53,5.93,2.97,4.65,3.49,4.65,4.5,3.93,4.11,3.08,3.24,3.9,3.24,3.53,2.98,
United States,Alaska,Westward,Sockeye,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.13,46.58,46.34,49.02,66.38,44.85,53.31,48.59,59.42,58.28,58.66,51.78,50.69,40.91,44.56,37.68,37.46,43.69,60.04,43.86,51.74,42.86,
United States,Alaska,Arctic Yukon Kuskokwim,Pink,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,78.95,43.95,67.91,29.14,61.86,21.64,42.09,31.88,76.18,54.36,80.54,61.17,61.25,26.56,74.59,30.86,48.86,24.22,59.25,22.7,57.98,
United States,Alaska,Arctic Yukon Kuskokwim,Sockeye,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,47.47,38.38,45.82,45.42,41.35,53.66,52.06,59.76,38.82,39.1,44.05,46.06,45.61,44.98,69.73,40,42.42,48.47,52.47,52.31,58.61,
United States,Washington,Whole state,Pink,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,1.37,0.01,2.21,0,4.15,0.01,1.51,0,0.29,0,0.72,0.01,3.09,0,0.11,0.02,,,3.01,0.01,2.73,0.17,,,,,
United States,Washington,Whole state,Sockeye,Subsistence,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,5.58,4.63,8.12,4.5,2.44,3.24,1.07,5.27,1.73,2.16,0.14,5.85,5.15,8.72,3.03,1.59,,,5.14,3.79,1.9,13.45,,,,,
